date_raw,price_raw,volume_raw,case,date,price,volume,log_return,percent_return,absolute_return,big_move,rolling_average_14,rolling_volatility_30
Jan 09 2015 01: +0,8.601,74129,Chroma Case,2015-01-09,8.601,74129,,,,False,,
Jan 10 2015 01: +0,5.055,87686,Chroma Case,2015-01-10,5.055,87686,-0.5315006230969078,-53.15006230969078,0.5315006230969078,True,,
Jan 11 2015 01: +0,3.858,86192,Chroma Case,2015-01-11,3.858,86192,-0.2702289379888973,-27.02289379888973,0.2702289379888973,True,,
Jan 12 2015 01: +0,3.619,65737,Chroma Case,2015-01-12,3.619,65737,-0.06395116990193192,-6.395116990193192,0.06395116990193192,True,,
Jan 13 2015 01: +0,3.364,64090,Chroma Case,2015-01-13,3.364,64090,-0.07306700247090389,-7.306700247090389,0.07306700247090389,True,4.8994,
Jan 14 2015 01: +0,2.926,67710,Chroma Case,2015-01-14,2.926,67710,-0.13949443951276894,-13.949443951276894,0.13949443951276894,True,4.5705,372.28062719336214
Jan 15 2015 01: +0,2.803,63915,Chroma Case,2015-01-15,2.803,63915,-0.04294603041528146,-4.294603041528146,0.04294603041528146,False,4.318,359.19147478151626
Jan 16 2015 01: +0,2.487,73142,Chroma Case,2015-01-16,2.487,73142,-0.11961310736138359,-11.961310736138358,0.11961310736138359,True,4.089125,331.47207223144324
Jan 17 2015 01: +0,2.124,86983,Chroma Case,2015-01-17,2.124,86983,-0.15777606144157516,-15.777606144157517,0.15777606144157516,True,3.870777777777778,307.16549738111223
Jan 18 2015 01: +0,1.698,90765,Chroma Case,2015-01-18,1.698,90765,-0.22385001549053696,-22.385001549053698,0.22385001549053696,True,3.6535,289.0184393425725
Jan 19 2015 01: +0,1.784,73073,Chroma Case,2015-01-19,1.784,73073,0.04940694626866219,4.940694626866219,0.04940694626866219,False,3.483545454545455,305.7852377421748
Jan 20 2015 01: +0,1.749,67436,Chroma Case,2015-01-20,1.749,67436,-0.019813838121352532,-1.9813838121352532,0.019813838121352532,False,3.339,300.71001281034273
Jan 21 2015 01: +0,1.628,65931,Chroma Case,2015-01-21,1.628,65931,-0.07169192845611656,-7.169192845611656,0.07169192845611656,True,3.207384615384615,289.537157230213
Jan 22 2015 01: +0,1.539,73193,Chroma Case,2015-01-22,1.539,73193,-0.056219412723606345,-5.621941272360634,0.056219412723606345,True,3.088214285714286,280.6356329274255
Jan 23 2015 01: +0,1.633,81161,Chroma Case,2015-01-23,1.633,81161,0.05928595913158599,5.928595913158599,0.05928595913158599,True,2.5905,286.83486718570333
Jan 24 2015 01: +0,1.5,84206,Chroma Case,2015-01-24,1.5,84206,-0.08495370588016372,-8.495370588016373,0.08495370588016372,True,2.3365714285714287,276.9011040751967
Jan 25 2015 01: +0,1.259,95932,Chroma Case,2015-01-25,1.259,95932,-0.17514735304595436,-17.514735304595437,0.17514735304595436,True,2.1509285714285715,268.9780380424128
Jan 26 2015 01: +0,1.264,79298,Chroma Case,2015-01-26,1.264,79298,0.003963540662455611,0.3963540662455611,0.003963540662455611,False,1.9827142857142857,266.7057029229024
Jan 27 2015 01: +0,1.272,77197,Chroma Case,2015-01-27,1.272,77197,0.006309169193264756,0.6309169193264755,0.006309169193264756,False,1.8332857142857144,264.24325879778036
Jan 28 2015 01: +0,1.239,72583,Chroma Case,2015-01-28,1.239,72583,-0.026285862270924974,-2.6285862270924976,0.026285862270924974,False,1.7127857142857141,259.1749694363871
Jan 29 2015 01: +0,1.165,79614,Chroma Case,2015-01-29,1.165,79614,-0.06158351562934158,-6.158351562934158,0.06158351562934158,True,1.5957857142857144,252.85192419643988
Jan 30 2015 01: +0,1.132,96233,Chroma Case,2015-01-30,1.132,96233,-0.02873510723667285,-2.873510723667285,0.02873510723667285,False,1.499,248.23188999169497
Jan 31 2015 01: +0,1.093,106019,Chroma Case,2015-01-31,1.093,106019,-0.03505977058658959,-3.505977058658959,0.03505977058658959,False,1.425357142857143,243.54152176519702
Feb 01 2015 01: +0,0.925,104071,Chroma Case,2015-02-01,0.925,104071,-0.16688775066411332,-16.68877506641133,0.16688775066411332,True,1.3701428571428573,239.7182887368596
Feb 02 2015 01: +0,0.932,89433,Chroma Case,2015-02-02,0.932,89433,0.007539077173165914,0.7539077173165913,0.007539077173165914,False,1.3092857142857142,237.9638899656403
Feb 03 2015 01: +0,0.981,84973,Chroma Case,2015-02-03,0.981,84973,0.05123964487977191,5.123964487977191,0.05123964487977191,True,1.2544285714285714,239.3489213960278
Feb 04 2015 01: +0,1.014,81762,Chroma Case,2015-02-04,1.014,81762,0.03308572458576548,3.308572458576548,0.03308572458576548,False,1.2105714285714286,238.7792059809776
Feb 05 2015 01: +0,1.018,78297,Chroma Case,2015-02-05,1.018,78297,0.003937012959339599,0.3937012959339599,0.003937012959339599,False,1.1733571428571428,236.27593572020186
Feb 06 2015 01: +0,0.989,85512,Chroma Case,2015-02-06,0.989,85512,-0.028900865487755924,-2.8900865487755922,0.028900865487755924,False,1.127357142857143,232.5647553582131
Feb 07 2015 01: +0,0.901,97339,Chroma Case,2015-02-07,0.901,97339,-0.09318907401437418,-9.318907401437418,0.09318907401437418,True,1.0845714285714287,228.44407188541754
Feb 08 2015 01: +0,0.806,101036,Chroma Case,2015-02-08,0.806,101036,-0.11142151510170963,-11.142151510170963,0.11142151510170963,True,1.0522142857142858,224.7770133804826
Feb 09 2015 01: +0,0.766,82523,Chroma Case,2015-02-09,0.766,82523,-0.05090157276603702,-5.090157276603701,0.05090157276603702,True,1.016642857142857,154.5122828795827
Feb 10 2015 01: +0,0.758,79492,Chroma Case,2015-02-10,0.758,79492,-0.010498784098219695,-1.0498784098219696,0.010498784098219695,False,0.9799285714285715,136.1113647380032
Feb 11 2015 01: +0,0.743,79570,Chroma Case,2015-02-11,0.743,79570,-0.019987340924612493,-1.9987340924612493,0.019987340924612493,False,0.9445,136.57964593761807
Feb 12 2015 01: +0,0.747,87289,Chroma Case,2015-02-12,0.747,87289,0.005369140415058231,0.5369140415058231,0.005369140415058231,False,0.9146428571428571,137.84728734448603
Feb 13 2015 01: +0,0.773,95512,Chroma Case,2015-02-13,0.773,95512,0.03421386345460464,3.4213863454604643,0.03421386345460464,False,0.889,136.99217504413178
Feb 14 2015 01: +0,0.763,100599,Chroma Case,2015-02-14,0.763,100599,-0.013021017302965019,-1.302101730296502,0.013021017302965019,False,0.8654285714285714,137.42830493304373
Feb 15 2015 01: +0,0.695,99018,Chroma Case,2015-02-15,0.695,99018,-0.09334618571966495,-9.334618571966494,0.09334618571966495,True,0.8490000000000001,135.89106494374798
Feb 16 2015 01: +0,0.624,87867,Chroma Case,2015-02-16,0.624,87867,-0.1077614771953644,-10.77614771953644,0.1077614771953644,True,0.827,131.6031184357688
Feb 17 2015 01: +0,0.605,85932,Chroma Case,2015-02-17,0.605,85932,-0.030921910338586205,-3.0921910338586205,0.030921910338586205,False,0.8001428571428572,113.84055249206546
Feb 18 2015 01: +0,0.625,87819,Chroma Case,2015-02-18,0.625,87819,0.032523191705560145,3.2523191705560146,0.032523191705560145,False,0.7723571428571427,112.41963072314678
Feb 19 2015 01: +0,0.647,85550,Chroma Case,2015-02-19,0.647,85550,0.03459464476449918,3.459464476449918,0.03459464476449918,False,0.7458571428571429,114.91653509735214
Feb 20 2015 01: +0,0.677,95582,Chroma Case,2015-02-20,0.677,95582,0.04532497841137455,4.532497841137455,0.04532497841137455,False,0.7235714285714285,117.20260307551598
Feb 21 2015 01: +0,0.655,97533,Chroma Case,2015-02-21,0.655,97533,-0.03303603727702313,-3.303603727702313,0.03303603727702313,False,0.7060000000000001,116.80942304303508
Feb 22 2015 01: +0,0.551,99335,Chroma Case,2015-02-22,0.551,99335,-0.17290042648233742,-17.29004264823374,0.17290042648233742,True,0.6877857142857143,122.77699738575159
Feb 23 2015 01: +0,0.53,90372,Chroma Case,2015-02-23,0.53,90372,-0.03885780260674695,-3.8857802606746947,0.03885780260674695,False,0.6709285714285714,121.52024931966731
Feb 24 2015 01: +0,0.585,91087,Chroma Case,2015-02-24,0.585,91087,0.09873484068568886,9.873484068568885,0.09873484068568886,True,0.6585714285714285,119.20246563087508
Feb 25 2015 01: +0,0.645,94915,Chroma Case,2015-02-25,0.645,94915,0.09763846956391607,9.763846956391607,0.09763846956391607,True,0.6515714285714286,126.38337613057944
Feb 26 2015 01: +0,0.695,87212,Chroma Case,2015-02-26,0.695,87212,0.07466152876901956,7.4661528769019565,0.07466152876901956,True,0.6478571428571429,130.52053119122198
Feb 27 2015 01: +0,0.73,107615,Chroma Case,2015-02-27,0.73,107615,0.04913268857764481,4.913268857764481,0.04913268857764481,False,0.6447857142857142,132.70687540761574
Feb 28 2015 01: +0,0.695,107988,Chroma Case,2015-02-28,0.695,107988,-0.049132688577644766,-4.913268857764477,0.049132688577644766,False,0.6399285714285714,132.2581945334475
Mar 01 2015 01: +0,0.635,103956,Chroma Case,2015-03-01,0.635,103956,-0.09028684667210038,-9.028684667210038,0.09028684667210038,True,0.6356428571428571,134.65367595199336
Mar 02 2015 01: +0,0.63,86938,Chroma Case,2015-03-02,0.63,86938,-0.007905179507113261,-0.7905179507113261,0.007905179507113261,False,0.6360714285714286,134.58602929998673
Mar 03 2015 01: +0,0.653,85271,Chroma Case,2015-03-03,0.653,85271,0.03585730989085278,3.5857309890852775,0.03585730989085278,False,0.6395000000000001,124.63793303153945
Mar 04 2015 01: +0,0.665,78965,Chroma Case,2015-03-04,0.665,78965,0.01820991137942317,1.820991137942317,0.01820991137942317,False,0.6423571428571428,124.89954814711051
Mar 05 2015 01: +0,0.639,81170,Chroma Case,2015-03-05,0.639,81170,-0.03988258627831938,-3.988258627831938,0.03988258627831938,False,0.6417857142857143,123.19385404000683
Mar 06 2015 01: +0,0.608,94547,Chroma Case,2015-03-06,0.608,94547,-0.049729572411367835,-4.9729572411367835,0.049729572411367835,False,0.6368571428571429,122.57063318870844
Mar 07 2015 01: +0,0.553,105774,Chroma Case,2015-03-07,0.553,105774,-0.0948168804438321,-9.48168804438321,0.0948168804438321,True,0.6295714285714286,125.2533310807627
Mar 08 2015 01: +0,0.506,101855,Chroma Case,2015-03-08,0.506,101855,-0.08882133223486932,-8.882133223486932,0.08882133223486932,True,0.6263571428571428,127.49252929686139
Mar 09 2015 01: +0,0.465,85613,Chroma Case,2015-03-09,0.465,85613,-0.08449926370010921,-8.449926370010921,0.08449926370010921,True,0.6217142857142858,126.9194688990388
Mar 10 2015 01: +0,0.497,82941,Chroma Case,2015-03-10,0.497,82941,0.06655262050927244,6.655262050927243,0.06655262050927244,True,0.6154285714285714,126.32652805802496
Mar 11 2015 01: +0,0.508,73926,Chroma Case,2015-03-11,0.508,73926,0.021891421481853197,2.18914214818532,0.021891421481853197,False,0.605642857142857,126.35540181808969
Mar 12 2015 01: +0,0.443,82693,Chroma Case,2015-03-12,0.443,82693,-0.13691167753334624,-13.691167753334623,0.13691167753334624,True,0.5876428571428571,133.4481120598197
Mar 13 2015 01: +0,0.477,97582,Chroma Case,2015-03-13,0.477,97582,0.07394672084320555,7.394672084320556,0.07394672084320555,True,0.5695714285714286,137.23217906858835
Mar 14 2015 01: +0,0.447,114896,Chroma Case,2015-03-14,0.447,114896,-0.06495789627477237,-6.4957896274772375,0.06495789627477237,True,0.5518571428571429,138.12259327562458
Mar 15 2015 01: +0,0.377,115346,Chroma Case,2015-03-15,0.377,115346,-0.1703134071655581,-17.03134071655581,0.1703134071655581,True,0.5334285714285715,146.71265400383157
Mar 16 2015 01: +0,0.342,95124,Chroma Case,2015-03-16,0.342,95124,-0.0974344503854055,-9.74344503854055,0.0974344503854055,True,0.5128571428571428,148.86119552058855
Mar 17 2015 01: +0,0.366,88471,Chroma Case,2015-03-17,0.366,88471,0.06782259633876109,6.782259633876109,0.06782259633876109,True,0.4923571428571429,150.3931833865036
Mar 18 2015 01: +0,0.366,85070,Chroma Case,2015-03-18,0.366,85070,0.0,0.0,0.0,False,0.47100000000000003,147.26730833044058
Mar 19 2015 01: +0,0.377,91613,Chroma Case,2015-03-19,0.377,91613,0.02961185404664444,2.9611854046644437,0.02961185404664444,False,0.4522857142857143,148.09893059457596
Mar 20 2015 01: +0,0.391,103536,Chroma Case,2015-03-20,0.391,103536,0.036462372537355014,3.6462372537355012,0.036462372537355014,False,0.4367857142857143,148.2668681823558
Mar 21 2015 01: +0,0.369,112947,Chroma Case,2015-03-21,0.369,112947,-0.057910915944838666,-5.791091594483866,0.057910915944838666,True,0.42364285714285715,147.83288796362876
Mar 22 2015 01: +0,0.323,109970,Chroma Case,2015-03-22,0.323,109970,-0.13314432081787067,-13.314432081787068,0.13314432081787067,True,0.4105714285714286,151.1709493607412
Mar 23 2015 01: +0,0.308,97483,Chroma Case,2015-03-23,0.308,97483,-0.04755254024908217,-4.755254024908217,0.04755254024908217,False,0.39935714285714285,151.35678138419874
Mar 24 2015 01: +0,0.312,97454,Chroma Case,2015-03-24,0.312,97454,0.012903404835908001,1.2903404835908001,0.012903404835908001,False,0.3861428571428572,142.12232667657702
Mar 25 2015 01: +0,0.343,106436,Chroma Case,2015-03-25,0.343,106436,0.09472725935645765,9.472725935645766,0.09472725935645765,True,0.37435714285714283,147.31164862798937
Mar 26 2015 01: +0,0.375,100462,Chroma Case,2015-03-26,0.375,100462,0.08919557880447074,8.919557880447075,0.08919557880447074,True,0.3695,146.42361449417513
Mar 27 2015 01: +0,0.386,115380,Chroma Case,2015-03-27,0.386,115380,0.028911343494420143,2.891134349442014,0.028911343494420143,False,0.363,141.66490486808902
Mar 28 2015 01: +0,0.381,123943,Chroma Case,2015-03-28,0.381,123943,-0.013037994338129943,-1.3037994338129943,0.013037994338129943,False,0.35828571428571426,137.76309141733034
Mar 29 2015 01: +0,0.349,117241,Chroma Case,2015-03-29,0.349,117241,-0.08772745292427392,-8.772745292427391,0.08772745292427392,True,0.35628571428571426,137.3848722766163
Mar 30 2015 01: +0,0.342,109534,Chroma Case,2015-03-30,0.342,109534,-0.020261185139821856,-2.0261185139821856,0.020261185139821856,False,0.3562857142857143,137.10477130187442
Mar 31 2015 01: +0,0.362,112262,Chroma Case,2015-03-31,0.362,112262,0.056833474763165796,5.683347476316579,0.056833474763165796,True,0.356,137.7055378875843
Apr 01 2015 01: +0,0.395,127063,Chroma Case,2015-04-01,0.395,127063,0.08724155307535096,8.724155307535096,0.08724155307535096,True,0.35807142857142854,142.56078795005422
Apr 02 2015 01: +0,0.407,110801,Chroma Case,2015-04-02,0.407,110801,0.02992742054147306,2.992742054147306,0.02992742054147306,False,0.3602142857142857,142.30637503491155
Apr 03 2015 01: +0,0.403,113899,Chroma Case,2015-04-03,0.403,113899,-0.009876623495911865,-0.9876623495911865,0.009876623495911865,False,0.3610714285714286,141.79887436579756
Apr 04 2015 01: +0,0.381,117739,Chroma Case,2015-04-04,0.381,117739,-0.056137186819982095,-5.6137186819982094,0.056137186819982095,True,0.36192857142857143,142.24606349003665
Apr 05 2015 01: +0,0.368,121149,Chroma Case,2015-04-05,0.368,121149,-0.03471643695777005,-3.4716436957770047,0.03471643695777005,False,0.36514285714285716,141.91042955047703
Apr 06 2015 01: +0,0.385,111708,Chroma Case,2015-04-06,0.385,111708,0.045160396118853335,4.516039611885334,0.045160396118853335,False,0.37064285714285716,140.61026051518826
Apr 07 2015 01: +0,0.373,106270,Chroma Case,2015-04-07,0.373,106270,-0.03166491464396869,-3.166491464396869,0.03166491464396869,False,0.375,138.07406919509552
Apr 08 2015 01: +0,0.374,108838,Chroma Case,2015-04-08,0.374,108838,0.0026773777707163942,0.2677377770716394,0.0026773777707163942,False,0.37721428571428567,135.4912073623161
Apr 09 2015 01: +0,0.387,108132,Chroma Case,2015-04-09,0.387,108132,0.03416889561525001,3.416889561525001,0.03416889561525001,False,0.37807142857142856,133.73018221692516
Apr 10 2015 01: +0,0.385,107617,Chroma Case,2015-04-10,0.385,107617,-0.005181358741997629,-0.5181358741997629,0.005181358741997629,False,0.378,133.29261061887556
Apr 11 2015 01: +0,0.383,129525,Chroma Case,2015-04-11,0.383,129525,-0.005208345107138235,-0.5208345107138236,0.005208345107138235,False,0.3781428571428571,125.07868145253207
Apr 12 2015 01: +0,0.361,114412,Chroma Case,2015-04-12,0.361,114412,-0.059157030847765135,-5.9157030847765135,0.059157030847765135,True,0.379,123.12611683156764
Apr 13 2015 01: +0,0.356,96417,Chroma Case,2015-04-13,0.356,96417,-0.01394722748085044,-1.3947227480850442,0.01394722748085044,False,0.37999999999999995,121.49811371273229
Apr 14 2015 01: +0,0.334,85543,Chroma Case,2015-04-14,0.334,85543,-0.06378973787532996,-6.378973787532996,0.06378973787532996,True,0.378,108.5308930180331
Apr 15 2015 01: +0,0.3,91353,Chroma Case,2015-04-15,0.3,91353,-0.10735851832049952,-10.735851832049951,0.10735851832049952,True,0.3712142857142857,109.65517113672941
Apr 16 2015 01: +0,0.224,125764,Chroma Case,2015-04-16,0.224,125764,-0.29213642280116114,-29.213642280116115,0.29213642280116114,True,0.35814285714285715,145.76517201202782
Apr 17 2015 01: +0,0.176,119586,Chroma Case,2015-04-17,0.176,119586,-0.2411620568168881,-24.11620568168881,0.2411620568168881,True,0.3419285714285714,165.317813824138
Apr 18 2015 01: +0,0.158,139038,Chroma Case,2015-04-18,0.158,139038,-0.10788896201118488,-10.788896201118488,0.10788896201118488,True,0.326,166.6151910176559
Apr 19 2015 01: +0,0.133,112362,Chroma Case,2015-04-19,0.133,112362,-0.17224590480521298,-17.2245904805213,0.17224590480521298,True,0.3092142857142857,172.10967336084167
Apr 20 2015 01: +0,0.137,111936,Chroma Case,2015-04-20,0.137,111936,0.02963179760637115,2.963179760637115,0.02963179760637115,False,0.29150000000000004,173.4073571860426
Apr 21 2015 01: +0,0.135,97553,Chroma Case,2015-04-21,0.135,97553,-0.014706147389695449,-1.470614738969545,0.014706147389695449,False,0.2745,169.6818675380693
Apr 22 2015 01: +0,0.132,94291,Chroma Case,2015-04-22,0.132,94291,-0.02247285585205863,-2.2472855852058626,0.02247285585205863,False,0.25721428571428573,169.5636709138413
Apr 23 2015 01: +0,0.132,101250,Chroma Case,2015-04-23,0.132,101250,0.0,0.0,0.0,False,0.23900000000000002,169.22897892440233
Apr 24 2015 01: +0,0.137,114779,Chroma Case,2015-04-24,0.137,114779,0.03717900324175403,3.7179003241754027,0.03717900324175403,False,0.22128571428571428,165.08714791194788
Apr 25 2015 01: +0,0.132,123638,Chroma Case,2015-04-25,0.132,123638,-0.03717900324175413,-3.7179003241754134,0.03717900324175413,False,0.20335714285714285,159.33057707509087
Apr 26 2015 01: +0,0.116,108597,Chroma Case,2015-04-26,0.116,108597,-0.12921173148000623,-12.921173148000623,0.12921173148000623,True,0.18585714285714286,160.910412065648
Apr 27 2015 01: +0,0.109,96070,Chroma Case,2015-04-27,0.109,96070,-0.062242308877221014,-6.2242308877221015,0.062242308877221014,True,0.1682142857142857,160.78509481375616
Apr 28 2015 01: +0,0.109,93680,Chroma Case,2015-04-28,0.109,93680,0.0,0.0,0.0,False,0.15214285714285714,160.53693959196036
Apr 29 2015 01: +0,0.115,96990,Chroma Case,2015-04-29,0.115,96990,0.05358424613410647,5.358424613410647,0.05358424613410647,True,0.13892857142857143,163.64600923824685
Apr 30 2015 01: +0,0.115,113738,Chroma Case,2015-04-30,0.115,113738,0.0,0.0,0.0,False,0.13114285714285714,160.74882655611805
May 01 2015 01: +0,0.109,140549,Chroma Case,2015-05-01,0.109,140549,-0.0535842461341064,-5.35842461341064,0.0535842461341064,True,0.12635714285714286,154.2900396489622
May 02 2015 01: +0,0.118,121723,Chroma Case,2015-05-02,0.118,121723,0.07933674223652101,7.933674223652101,0.07933674223652101,True,0.12350000000000001,158.14061553802898
May 03 2015 01: +0,0.098,102435,Chroma Case,2015-05-03,0.098,102435,-0.1857171457950927,-18.57171457950927,0.1857171457950927,True,0.121,165.4713190889358
May 04 2015 01: +0,0.09,96830,Chroma Case,2015-05-04,0.09,96830,-0.08515780834030695,-8.515780834030695,0.08515780834030695,True,0.11764285714285715,165.97893563918635
May 05 2015 01: +0,0.089,88723,Chroma Case,2015-05-05,0.089,88723,-0.011173300598125189,-1.1173300598125189,0.011173300598125189,False,0.11435714285714285,166.42042655916288
May 06 2015 01: +0,0.089,85254,Chroma Case,2015-05-06,0.089,85254,0.0,0.0,0.0,False,0.11128571428571428,163.98974777482616
May 07 2015 01: +0,0.088,84765,Chroma Case,2015-05-07,0.088,84765,-0.011299555253933394,-1.1299555253933395,0.011299555253933394,False,0.10814285714285714,164.4112048681778
May 08 2015 01: +0,0.088,106355,Chroma Case,2015-05-08,0.088,106355,0.0,0.0,0.0,False,0.10464285714285715,164.30966675764046
May 09 2015 01: +0,0.086,112383,Chroma Case,2015-05-09,0.086,112383,-0.02298951822469872,-2.298951822469872,0.02298951822469872,False,0.10135714285714285,161.8937456083491
May 10 2015 01: +0,0.077,97481,Chroma Case,2015-05-10,0.077,97481,-0.11054187439982384,-11.054187439982384,0.11054187439982384,True,0.09857142857142856,162.38199354501066
May 11 2015 01: +0,0.069,84184,Chroma Case,2015-05-11,0.069,84184,-0.10969891725642439,-10.969891725642439,0.10969891725642439,True,0.09571428571428572,162.5490874631916
May 12 2015 01: +0,0.069,81381,Chroma Case,2015-05-12,0.069,81381,0.0,0.0,0.0,False,0.09285714285714286,163.76145472036833
May 13 2015 01: +0,0.069,85830,Chroma Case,2015-05-13,0.069,85830,0.0,0.0,0.0,False,0.08957142857142857,164.27467838384345
May 14 2015 01: +0,0.07,90318,Chroma Case,2015-05-14,0.07,90318,0.01438873745209967,1.4388737452099671,0.01438873745209967,False,0.08635714285714287,165.98429238659335
May 15 2015 01: +0,0.076,102606,Chroma Case,2015-05-15,0.076,102606,0.08223809823697201,8.2238098236972,0.08223809823697201,True,0.084,171.13295396932847
May 16 2015 01: +0,0.071,109916,Chroma Case,2015-05-16,0.071,109916,-0.06805346324501575,-6.805346324501575,0.06805346324501575,True,0.08064285714285714,146.62485706162497
May 17 2015 01: +0,0.066,105035,Chroma Case,2015-05-17,0.066,105035,-0.07302513501488977,-7.302513501488978,0.07302513501488977,True,0.07835714285714288,127.87635532748065
May 18 2015 01: +0,0.06,80908,Chroma Case,2015-05-18,0.06,80908,-0.0953101798043249,-9.53101798043249,0.0953101798043249,True,0.0762142857142857,127.01778604596001
May 19 2015 01: +0,0.057,91937,Chroma Case,2015-05-19,0.057,91937,-0.05129329438755046,-5.129329438755046,0.05129329438755046,True,0.07392857142857144,116.840892296244
May 20 2015 01: +0,0.056,82150,Chroma Case,2015-05-20,0.056,82150,-0.017699577099400975,-1.7699577099400974,0.017699577099400975,False,0.07157142857142858,115.04264203577452
May 21 2015 01: +0,0.055,86136,Chroma Case,2015-05-21,0.055,86136,-0.018018505502678365,-1.8018505502678366,0.018018505502678365,False,0.06921428571428571,114.99365907934337
May 22 2015 01: +0,0.053,103310,Chroma Case,2015-05-22,0.053,103310,-0.0370412716803491,-3.7041271680349097,0.0370412716803491,False,0.06671428571428571,114.98700762098817
May 23 2015 01: +0,0.052,107622,Chroma Case,2015-05-23,0.052,107622,-0.019048194970694474,-1.9048194970694474,0.019048194970694474,False,0.0642857142857143,114.54392392354585
May 24 2015 01: +0,0.044,106586,Chroma Case,2015-05-24,0.044,106586,-0.1670540846631662,-16.70540846631662,0.1670540846631662,True,0.06192857142857143,121.19153290310571
May 25 2015 01: +0,0.047,97663,Chroma Case,2015-05-25,0.047,97663,0.06595796779179758,6.595796779179758,0.06595796779179758,True,0.060357142857142866,126.48816977695489
May 26 2015 01: +0,0.049,97977,Chroma Case,2015-05-26,0.049,97977,0.04167269640056808,4.167269640056808,0.04167269640056808,False,0.05892857142857143,124.39713269094779
May 27 2015 01: +0,0.031,91803,Chroma Case,2015-05-27,0.031,91803,-0.45783309362548047,-45.783309362548046,0.45783309362548047,True,0.05621428571428572,194.55614664335027
May 28 2015 01: +0,0.03,91867,Chroma Case,2015-05-28,0.03,91867,-0.032789822822990956,-3.2789822822990957,0.032789822822990956,False,0.05335714285714286,194.00248822653734
May 29 2015 01: +0,0.035,101753,Chroma Case,2015-05-29,0.035,101753,0.15415067982725836,15.415067982725835,0.15415067982725836,True,0.050428571428571434,203.25504037028458
May 30 2015 01: +0,0.038,110340,Chroma Case,2015-05-30,0.038,110340,0.08223809823697201,8.2238098236972,0.08223809823697201,True,0.048071428571428564,207.25906730129213
May 31 2015 01: +0,0.036,110245,Chroma Case,2015-05-31,0.036,110245,-0.05406722127027582,-5.4067221270275825,0.05406722127027582,True,0.04592857142857143,207.26402574823703
Jun 01 2015 01: +0,0.039,109124,Chroma Case,2015-06-01,0.039,109124,0.08004270767353656,8.004270767353656,0.08004270767353656,True,0.04442857142857143,207.3140086407563
Jun 02 2015 01: +0,0.037,107592,Chroma Case,2015-06-02,0.037,107592,-0.05264373348542203,-5.264373348542203,0.05264373348542203,True,0.043,200.37147548326914
Jun 03 2015 01: +0,0.033,100587,Chroma Case,2015-06-03,0.033,100587,-0.11441035117774409,-11.441035117774408,0.11441035117774409,True,0.041357142857142856,201.5956907468697
Jun 04 2015 01: +0,0.031,102959,Chroma Case,2015-06-04,0.031,102959,-0.06252035698133405,-6.2520356981334055,0.06252035698133405,True,0.039642857142857146,201.6773451181976
Jun 05 2015 01: +0,0.03,101697,Chroma Case,2015-06-05,0.03,101697,-0.032789822822990956,-3.2789822822990957,0.032789822822990956,False,0.038,201.281880458925
Jun 06 2015 01: +0,0.033,93102,Chroma Case,2015-06-06,0.033,93102,0.09531017980432493,9.531017980432493,0.09531017980432493,True,0.036642857142857144,206.31707645501564
Jun 07 2015 01: +0,0.033,86822,Chroma Case,2015-06-07,0.033,86822,0.0,0.0,0.0,False,0.03585714285714286,206.31707645501564
Jun 08 2015 01: +0,0.032,81799,Chroma Case,2015-06-08,0.032,81799,-0.03077165866675366,-3.077165866675366,0.03077165866675366,False,0.03478571428571429,206.28885853180856
Jun 09 2015 01: +0,0.03,81892,Chroma Case,2015-06-09,0.03,81892,-0.06453852113757118,-6.453852113757118,0.06453852113757118,True,0.033428571428571426,204.72931999602625
Jun 10 2015 01: +0,0.03,88942,Chroma Case,2015-06-10,0.03,88942,0.0,0.0,0.0,False,0.033357142857142856,203.01880971491167
Jun 11 2015 01: +0,0.03,75422,Chroma Case,2015-06-11,0.03,75422,0.0,0.0,0.0,False,0.033357142857142856,203.01880971491167
Jun 12 2015 01: +0,0.03,92665,Chroma Case,2015-06-12,0.03,92665,0.0,0.0,0.0,False,0.033,203.01880971491167
Jun 13 2015 01: +0,0.03,86942,Chroma Case,2015-06-13,0.03,86942,0.0,0.0,0.0,False,0.03242857142857143,202.70459013680826
Jun 14 2015 01: +0,0.03,87948,Chroma Case,2015-06-14,0.03,87948,0.0,0.0,0.0,False,0.032,199.06000579720202
Jun 15 2015 01: +0,0.03,71338,Chroma Case,2015-06-15,0.03,71338,0.0,0.0,0.0,False,0.031357142857142854,198.8802173245161
Jun 16 2015 01: +0,0.03,72383,Chroma Case,2015-06-16,0.03,72383,0.0,0.0,0.0,False,0.030857142857142857,198.46322504668805
Jun 17 2015 01: +0,0.03,69315,Chroma Case,2015-06-17,0.03,69315,0.0,0.0,0.0,False,0.030642857142857142,197.07043910170054
Jun 18 2015 01: +0,0.03,68252,Chroma Case,2015-06-18,0.03,68252,0.0,0.0,0.0,False,0.030571428571428572,196.9591366321079
Jun 19 2015 01: +0,0.03,66410,Chroma Case,2015-06-19,0.03,66410,0.0,0.0,0.0,False,0.030571428571428572,197.09764543407982
Jun 20 2015 01: +0,0.03,69167,Chroma Case,2015-06-20,0.03,69167,0.0,0.0,0.0,False,0.030357142857142857,197.22987163673406
Jun 21 2015 01: +0,0.03,63549,Chroma Case,2015-06-21,0.03,63549,0.0,0.0,0.0,False,0.03014285714285714,197.25508065878216
