date_raw,price_raw,volume_raw,case,date,price,volume,log_return,percent_return,absolute_return,big_move,rolling_average_14,rolling_volatility_30
Aug 26 2022 01: +0,1.067,2124,Chroma Case,2022-08-26,1.067,2124,0.05292240145434253,5.292240145434253,0.05292240145434253,True,1.1039285714285714,48.87344478445806
Aug 27 2022 01: +0,1.053,1850,Chroma Case,2022-08-27,1.053,1850,-0.013207739167777899,-1.3207739167777899,0.013207739167777899,False,1.0967142857142858,49.03945342553064
Aug 28 2022 01: +0,1.03,1230,Chroma Case,2022-08-28,1.03,1230,-0.02208443091029398,-2.208443091029398,0.02208443091029398,False,1.0892142857142857,49.02110245632528
Aug 29 2022 01: +0,1.025,1400,Chroma Case,2022-08-29,1.025,1400,-0.004866189651173011,-0.4866189651173011,0.004866189651173011,False,1.0814285714285714,48.55167182331193
Aug 30 2022 01: +0,1.068,3626,Chroma Case,2022-08-30,1.068,3626,0.04109512794763184,4.109512794763185,0.04109512794763184,False,1.0772857142857142,50.99594709074036
Aug 31 2022 01: +0,1.179,4360,Chroma Case,2022-08-31,1.179,4360,0.09887888101723086,9.887888101723085,0.09887888101723086,True,1.0790714285714285,61.80655763963468
Sep 01 2022 01: +0,1.22,3447,Chroma Case,2022-09-01,1.22,3447,0.03418423718993124,3.4184237189931235,0.03418423718993124,False,1.0870714285714285,61.872654032706954
Sep 02 2022 01: +0,1.126,2946,Chroma Case,2022-09-02,1.126,2946,-0.0801793290276666,-8.01793290276666,0.0801793290276666,True,1.0899285714285714,67.64650190910282
Sep 03 2022 01: +0,1.177,2748,Chroma Case,2022-09-03,1.177,2748,0.04429729856064122,4.429729856064122,0.04429729856064122,False,1.0948571428571428,67.9241350983866
Sep 04 2022 01: +0,1.156,1870,Chroma Case,2022-09-04,1.156,1870,-0.018003058027954023,-1.8003058027954024,0.018003058027954023,False,1.0982142857142858,66.94054081653867
Sep 05 2022 01: +0,1.198,2155,Chroma Case,2022-09-05,1.198,2155,0.03568772944307188,3.568772944307188,0.03568772944307188,False,1.1039999999999999,67.84139473431348
Sep 06 2022 01: +0,1.176,2192,Chroma Case,2022-09-06,1.176,2192,-0.018534650216822466,-1.8534650216822466,0.018534650216822466,False,1.1100714285714286,67.89195156379002
Sep 07 2022 01: +0,1.187,1831,Chroma Case,2022-09-07,1.187,1831,0.0093102661510959,0.9310266151095901,0.0093102661510959,False,1.1195714285714284,67.93166672965211
Sep 08 2022 01: +0,1.168,1347,Chroma Case,2022-09-08,1.168,1347,-0.016136231221495788,-1.6136231221495787,0.016136231221495788,False,1.1307142857142856,67.29641738863347
Sep 09 2022 01: +0,1.169,1815,Chroma Case,2022-09-09,1.169,1815,0.0008557980838962431,0.08557980838962431,0.0008557980838962431,False,1.138,65.57936003483624
Sep 10 2022 01: +0,1.168,1810,Chroma Case,2022-09-10,1.168,1810,-0.0008557980838961317,-0.08557980838961317,0.0008557980838961317,False,1.1462142857142859,65.34764009042678
Sep 11 2022 01: +0,1.189,2069,Chroma Case,2022-09-11,1.189,2069,0.017819733302609615,1.7819733302609615,0.017819733302609615,False,1.1575714285714285,65.35996072795942
Sep 12 2022 01: +0,1.172,1499,Chroma Case,2022-09-12,1.172,1499,-0.014400926553823993,-1.4400926553823994,0.014400926553823993,False,1.1680714285714286,65.5690161053379
Sep 13 2022 01: +0,1.169,2103,Chroma Case,2022-09-13,1.169,2103,-0.0025630086648893834,-0.25630086648893835,0.0025630086648893834,False,1.1752857142857143,65.28999752681985
Sep 14 2022 01: +0,1.19,2635,Chroma Case,2022-09-14,1.19,2635,0.017804624633506686,1.7804624633506687,0.017804624633506686,False,1.1760714285714287,65.5476322442985
Sep 15 2022 01: +0,1.163,1847,Chroma Case,2022-09-15,1.163,1847,-0.02295043358691056,-2.295043358691056,0.02295043358691056,False,1.1720000000000002,66.04422977116624
Sep 16 2022 01: +0,1.119,1733,Chroma Case,2022-09-16,1.119,1733,-0.03856744420673928,-3.8567444206739276,0.03856744420673928,False,1.1715,66.88440738183856
Sep 17 2022 01: +0,1.137,2389,Chroma Case,2022-09-17,1.137,2389,0.015957785438610816,1.5957785438610816,0.015957785438610816,False,1.168642857142857,65.56290305955855
Sep 18 2022 01: +0,1.139,2223,Chroma Case,2022-09-18,1.139,2223,0.0017574696966461256,0.17574696966461256,0.0017574696966461256,False,1.1674285714285715,65.12706098595284
Sep 19 2022 01: +0,1.107,1780,Chroma Case,2022-09-19,1.107,1780,-0.028497030738545252,-2.849703073854525,0.028497030738545252,False,1.1609285714285715,65.59453026619795
Sep 20 2022 01: +0,1.074,1415,Chroma Case,2022-09-20,1.074,1415,-0.03026365763982682,-3.0263657639826818,0.03026365763982682,False,1.1536428571428572,66.43421190883915
Sep 21 2022 01: +0,1.051,1585,Chroma Case,2022-09-21,1.051,1585,-0.02164790419185899,-2.164790419185899,0.02164790419185899,False,1.1439285714285714,66.74381772644963
Sep 22 2022 01: +0,1.02,1998,Chroma Case,2022-09-22,1.02,1998,-0.02993946459863431,-2.993946459863431,0.02993946459863431,False,1.133357142857143,67.03959058204198
Sep 23 2022 01: +0,1.021,1522,Chroma Case,2022-09-23,1.021,1522,0.000979911886348787,0.09799118863487871,0.000979911886348787,False,1.1227857142857143,66.02539778403865
Sep 24 2022 01: +0,1.064,2245,Chroma Case,2022-09-24,1.064,2245,0.04125285173692436,4.125285173692436,0.04125285173692436,False,1.1153571428571427,66.02376403004806
Sep 25 2022 01: +0,1.038,1635,Chroma Case,2022-09-25,1.038,1635,-0.024739606175755758,-2.473960617575576,0.024739606175755758,False,1.1045714285714285,63.96097927180981
Sep 26 2022 01: +0,1.02,1402,Chroma Case,2022-09-26,1.02,1402,-0.01749315744751723,-1.7493157447517231,0.01749315744751723,False,1.0937142857142859,64.08196455569843
Sep 27 2022 01: +0,0.98,1523,Chroma Case,2022-09-27,0.98,1523,-0.04000533461369925,-4.000533461369924,0.04000533461369925,False,1.0802142857142856,65.11843218623751
Sep 28 2022 01: +0,1.011,1856,Chroma Case,2022-09-28,1.011,1856,0.03114264735585364,3.114264735585364,0.03114264735585364,False,1.0674285714285714,66.0991237354092
Sep 29 2022 01: +0,1.059,2082,Chroma Case,2022-09-29,1.059,2082,0.046385126580935125,4.6385126580935125,0.046385126580935125,False,1.06,66.54196001093364
Sep 30 2022 01: +0,1.052,1237,Chroma Case,2022-09-30,1.052,1237,-0.006631952303751146,-0.6631952303751145,0.006631952303751146,False,1.0552142857142857,56.11250255927936
Oct 01 2022 01: +0,1.049,2153,Chroma Case,2022-10-01,1.049,2153,-0.002855784901358103,-0.28557849013581027,0.002855784901358103,False,1.0489285714285714,54.41859398674668
Oct 02 2022 01: +0,1.04,1512,Chroma Case,2022-10-02,1.04,1512,-0.00861661626087874,-0.8616616260878739,0.00861661626087874,False,1.0418571428571428,47.231227479988306
Oct 03 2022 01: +0,1.034,1055,Chroma Case,2022-10-03,1.034,1055,-0.0057859370670438875,-0.5785937067043887,0.0057859370670438875,False,1.0366428571428572,44.09214959037869
Oct 04 2022 01: +0,1.017,1997,Chroma Case,2022-10-04,1.017,1997,-0.01657765901981458,-1.657765901981458,0.01657765901981458,False,1.0325714285714285,44.039237991730104
Oct 05 2022 01: +0,1.029,1714,Chroma Case,2022-10-05,1.029,1714,0.0117303397854896,1.17303397854896,0.0117303397854896,False,1.031,42.05131280523542
Oct 06 2022 01: +0,1.007,1312,Chroma Case,2022-10-06,1.007,1312,-0.02161184311548737,-2.161184311548737,0.02161184311548737,False,1.0300714285714285,42.18880929221495
Oct 07 2022 01: +0,1.02,2999,Chroma Case,2022-10-07,1.02,2999,0.012827013559754618,1.2827013559754619,0.012827013559754618,False,1.03,42.35823742742907
Oct 08 2022 01: +0,1.026,1778,Chroma Case,2022-10-08,1.026,1778,0.005865119452398058,0.5865119452398058,0.005865119452398058,False,1.0272857142857144,42.32893777451288
Oct 09 2022 01: +0,1.005,1818,Chroma Case,2022-10-09,1.005,1818,-0.020680205237538857,-2.068020523753886,0.020680205237538857,False,1.0249285714285714,42.662684847974035
Oct 10 2022 01: +0,1.055,1602,Chroma Case,2022-10-10,1.055,1602,0.04855322541699074,4.855322541699074,0.04855322541699074,False,1.0274285714285714,46.574116090940755
Oct 11 2022 01: +0,1.063,1708,Chroma Case,2022-10-11,1.063,1708,0.0075543324317811356,0.7554332431781136,0.0075543324317811356,False,1.0333571428571429,46.12112153698205
Oct 12 2022 01: +0,1.007,934,Chroma Case,2022-10-12,1.007,934,-0.054119485623385644,-5.411948562338564,0.054119485623385644,True,1.0330714285714284,49.25185109640987
Oct 13 2022 01: +0,1.025,1657,Chroma Case,2022-10-13,1.025,1657,0.017716998853946245,1.7716998853946244,0.017716998853946245,False,1.030642857142857,49.88506717939017
Oct 14 2022 01: +0,0.989,1084,Chroma Case,2022-10-14,0.989,1084,-0.03575355994979636,-3.5753559949796356,0.03575355994979636,False,1.026142857142857,50.38256051051195
Oct 15 2022 01: +0,1.04,1739,Chroma Case,2022-10-15,1.04,1739,0.05028166051270635,5.0281660512706345,0.05028166051270635,True,1.0254999999999999,53.679655294970544
Oct 16 2022 01: +0,1.027,1497,Chroma Case,2022-10-16,1.027,1497,-0.012578782206860185,-1.2578782206860186,0.012578782206860185,False,1.0245714285714285,52.3043880399084
Oct 17 2022 01: +0,1.034,1513,Chroma Case,2022-10-17,1.034,1513,0.006792845139816348,0.6792845139816348,0.006792845139816348,False,1.0245714285714285,51.98611079799933
Oct 18 2022 01: +0,1.035,1343,Chroma Case,2022-10-18,1.035,1343,0.000966650631094974,0.0966650631094974,0.000966650631094974,False,1.0258571428571428,51.97741665560157
Oct 19 2022 01: +0,1.059,1535,Chroma Case,2022-10-19,1.059,1535,0.022923639901937024,2.2923639901937025,0.022923639901937024,False,1.028,51.921097799070324
Oct 20 2022 01: +0,1.032,1202,Chroma Case,2022-10-20,1.032,1202,-0.025826399559898308,-2.5826399559898308,0.025826399559898308,False,1.0297857142857143,51.63373826483525
Oct 21 2022 01: +0,1.02,1582,Chroma Case,2022-10-21,1.02,1582,-0.011696039763191298,-1.16960397631913,0.011696039763191298,False,1.0297857142857143,51.256152239134956
Oct 22 2022 01: +0,1.004,1603,Chroma Case,2022-10-22,1.004,1603,-0.015810606026642315,-1.5810606026642315,0.015810606026642315,False,1.0282142857142857,50.48314829652952
Oct 23 2022 01: +0,0.983,1747,Chroma Case,2022-10-23,0.983,1747,-0.021138180104507933,-2.1138180104507933,0.021138180104507933,False,1.0266428571428572,50.98704471891949
Oct 24 2022 01: +0,1.011,1425,Chroma Case,2022-10-24,1.011,1425,0.028086098873304734,2.8086098873304732,0.028086098873304734,False,1.0234999999999999,49.79812150410095
Oct 25 2022 01: +0,1.029,1774,Chroma Case,2022-10-25,1.029,1774,0.01764751681357814,1.7647516813578141,0.01764751681357814,False,1.0210714285714284,49.52425734663983
Oct 26 2022 01: +0,1.018,1461,Chroma Case,2022-10-26,1.018,1461,-0.01074753872358147,-1.074753872358147,0.01074753872358147,False,1.0218571428571428,49.28465497736943
Oct 27 2022 01: +0,0.98,1571,Chroma Case,2022-10-27,0.98,1571,-0.038042625445850436,-3.8042625445850438,0.038042625445850436,False,1.0186428571428572,49.08882908177093
Oct 28 2022 01: +0,0.985,1635,Chroma Case,2022-10-28,0.985,1635,0.005089069507471228,0.5089069507471228,0.005089069507471228,False,1.0183571428571427,47.833626795128176
Oct 29 2022 01: +0,0.992,2106,Chroma Case,2022-10-29,0.992,2106,0.007081466112783955,0.7081466112783955,0.007081466112783955,False,1.0149285714285712,44.81620260053487
Oct 30 2022 01: +0,0.983,1745,Chroma Case,2022-10-30,0.983,1745,-0.009113987137706205,-0.9113987137706204,0.009113987137706205,False,1.0117857142857143,44.85559006356512
Oct 31 2022 01: +0,0.96,1917,Chroma Case,2022-10-31,0.96,1917,-0.023675835685284686,-2.3675835685284685,0.023675835685284686,False,1.0065000000000002,45.47393707370278
Nov 01 2022 01: +0,0.935,2240,Chroma Case,2022-11-01,0.935,2240,-0.026386755173194887,-2.6386755173194887,0.026386755173194887,False,0.9993571428571428,46.16949845928324
Nov 02 2022 01: +0,0.967,1947,Chroma Case,2022-11-02,0.967,1947,0.033651966164607285,3.3651966164607283,0.033651966164607285,False,0.9927857142857143,47.94409322789955
Nov 03 2022 01: +0,1.018,2519,Chroma Case,2022-11-03,1.018,2519,0.05139670165717379,5.139670165717379,0.05139670165717379,True,0.9917857142857143,51.140503090107934
Nov 04 2022 01: +0,1.062,1657,Chroma Case,2022-11-04,1.062,1657,0.042314004691416225,4.231400469141622,0.042314004691416225,False,0.9947857142857143,53.096222005040396
Nov 05 2022 01: +0,1.05,1700,Chroma Case,2022-11-05,1.05,1700,-0.011363758650315095,-1.1363758650315094,0.011363758650315095,False,0.9980714285714286,52.66422284199012
Nov 06 2022 01: +0,1.015,1620,Chroma Case,2022-11-06,1.015,1620,-0.03390155167568146,-3.3901551675681456,0.03390155167568146,False,1.0003571428571427,53.895281377886405
Nov 07 2022 01: +0,1.017,1395,Chroma Case,2022-11-07,1.017,1395,0.0019685045726721534,0.19685045726721534,0.0019685045726721534,False,1.0007857142857144,53.857544455927375
Nov 08 2022 01: +0,1.039,1184,Chroma Case,2022-11-08,1.039,1184,0.02140159505066738,2.140159505066738,0.02140159505066738,False,1.0015,53.85292403609206
Nov 09 2022 01: +0,1.027,1067,Chroma Case,2022-11-09,1.027,1067,-0.011616781170669119,-1.161678117066912,0.011616781170669119,False,1.002142857142857,51.20568193052355
Nov 10 2022 01: +0,1.015,1150,Chroma Case,2022-11-10,1.015,1150,-0.011753318452670492,-1.1753318452670491,0.011753318452670492,False,1.0046428571428572,51.24747842213875
Nov 11 2022 01: +0,1.066,1670,Chroma Case,2022-11-11,1.066,1670,0.04902471324990236,4.902471324990236,0.04902471324990236,False,1.0104285714285715,50.5521539166214
Nov 12 2022 01: +0,1.036,1347,Chroma Case,2022-11-12,1.036,1347,-0.028546181906361497,-2.85461819063615,0.028546181906361497,False,1.0135714285714286,51.30009017617253
Nov 13 2022 01: +0,1.049,1310,Chroma Case,2022-11-13,1.049,1310,0.012470185576868726,1.2470185576868726,0.012470185576868726,False,1.0182857142857142,49.76247621205623
Nov 14 2022 01: +0,1.032,1316,Chroma Case,2022-11-14,1.032,1316,-0.01633866235478899,-1.633866235478899,0.01633866235478899,False,1.0234285714285714,46.96803880207897
Nov 15 2022 01: +0,1.048,1594,Chroma Case,2022-11-15,1.048,1594,0.015384918839479456,1.5384918839479456,0.015384918839479456,False,1.0315,47.05745715064998
Nov 16 2022 01: +0,1.028,1657,Chroma Case,2022-11-16,1.028,1657,-0.019268418865877032,-1.9268418865877033,0.019268418865877032,False,1.0358571428571428,47.50686876771683
Nov 17 2022 01: +0,0.971,1025,Chroma Case,2022-11-17,0.971,1025,-0.057043977723785534,-5.704397772378553,0.057043977723785534,True,1.0325,51.472233756657005
Nov 18 2022 01: +0,0.991,1529,Chroma Case,2022-11-18,0.991,1529,0.020388066038663187,2.038806603866319,0.020388066038663187,False,1.0274285714285714,51.32429910320081
Nov 19 2022 01: +0,0.95,1637,Chroma Case,2022-11-19,0.95,1637,-0.0422525497354015,-4.2252549735401495,0.0422525497354015,False,1.0202857142857142,52.5799675212877
Nov 20 2022 01: +0,0.947,1117,Chroma Case,2022-11-20,0.947,1117,-0.0031628914085083067,-0.31628914085083065,0.0031628914085083067,False,1.0154285714285716,52.4815864185941
Nov 21 2022 01: +0,0.984,1732,Chroma Case,2022-11-21,0.984,1732,0.03832680386617528,3.8326803866175276,0.03832680386617528,False,1.0130714285714286,54.12185544633067
Nov 22 2022 01: +0,0.928,1550,Chroma Case,2022-11-22,0.928,1550,-0.05859416426605282,-5.859416426605282,0.05859416426605282,True,1.0051428571428571,57.3833305871142
Nov 23 2022 01: +0,0.848,1673,Chroma Case,2022-11-23,0.848,1673,-0.09015109699429757,-9.015109699429757,0.09015109699429757,True,0.9923571428571429,64.03668520080704
Nov 24 2022 01: +0,0.832,1993,Chroma Case,2022-11-24,0.832,1993,-0.019048194970694474,-1.9048194970694474,0.019048194970694474,False,0.9792857142857142,63.619040663278156
Nov 25 2022 01: +0,0.861,1599,Chroma Case,2022-11-25,0.861,1599,0.03426206360652214,3.426206360652214,0.03426206360652214,False,0.9646428571428572,65.21005229567118
Nov 26 2022 01: +0,0.862,1673,Chroma Case,2022-11-26,0.862,1673,0.0011607662359622872,0.11607662359622872,0.0011607662359622872,False,0.9522142857142857,64.17958236544872
Nov 27 2022 01: +0,0.88,1554,Chroma Case,2022-11-27,0.88,1554,0.020666636808559128,2.0666636808559127,0.020666636808559128,False,0.9401428571428571,64.69364371161191
Nov 28 2022 01: +0,0.885,1434,Chroma Case,2022-11-28,0.885,1434,0.0056657375356773,0.56657375356773,0.0056657375356773,False,0.9296428571428572,64.66566893443579
Nov 29 2022 01: +0,0.878,1235,Chroma Case,2022-11-29,0.878,1235,-0.007941051372812919,-0.7941051372812918,0.007941051372812919,False,0.9174999999999999,64.6548410439415
Nov 30 2022 01: +0,0.926,1256,Chroma Case,2022-11-30,0.926,1256,0.05322764101106267,5.322764101106267,0.05322764101106267,True,0.9102142857142856,67.18904438392943
Dec 01 2022 01: +0,0.971,1272,Chroma Case,2022-12-01,0.971,1272,0.04745223364514543,4.745223364514542,0.04745223364514543,False,0.9102142857142856,68.626577889368
Dec 02 2022 01: +0,0.969,1372,Chroma Case,2022-12-02,0.969,1372,-0.0020618564005586907,-0.20618564005586906,0.0020618564005586907,False,0.9086428571428572,67.62824442994115
Dec 03 2022 01: +0,0.953,1600,Chroma Case,2022-12-03,0.953,1600,-0.016649708236564125,-1.6649708236564125,0.016649708236564125,False,0.9088571428571429,65.25138918802303
Dec 04 2022 01: +0,0.974,2301,Chroma Case,2022-12-04,0.974,2301,0.0217963999883331,2.17963999883331,0.0217963999883331,False,0.9107857142857142,63.86752364995232
Dec 05 2022 01: +0,0.988,2354,Chroma Case,2022-12-05,0.988,2354,0.014271394105332761,1.4271394105332762,0.014271394105332761,False,0.9110714285714285,64.06473794762113
Dec 06 2022 01: +0,0.995,1458,Chroma Case,2022-12-06,0.995,1458,0.0070600394107248835,0.7060039410724883,0.0070600394107248835,False,0.9158571428571428,63.08556294386647
Dec 07 2022 01: +0,0.976,1270,Chroma Case,2022-12-07,0.976,1270,-0.019280150745500345,-1.9280150745500344,0.019280150745500345,False,0.9249999999999999,63.40854851102512
Dec 08 2022 01: +0,0.975,1477,Chroma Case,2022-12-08,0.975,1477,-0.001025115415245297,-0.1025115415245297,0.001025115415245297,False,0.9352142857142857,62.87506897689291
Dec 09 2022 01: +0,0.96,2698,Chroma Case,2022-12-09,0.96,2698,-0.015504186535965312,-1.5504186535965312,0.015504186535965312,False,0.9422857142857143,62.96353542076637
Dec 10 2022 01: +0,0.954,1551,Chroma Case,2022-12-10,0.954,1551,-0.006269613013595374,-0.6269613013595374,0.006269613013595374,False,0.9488571428571427,62.88835801443652
Dec 11 2022 01: +0,0.939,1434,Chroma Case,2022-12-11,0.939,1434,-0.015848192240023616,-1.5848192240023615,0.015848192240023616,False,0.9530714285714286,60.27158230428176
Dec 12 2022 01: +0,0.961,1161,Chroma Case,2022-12-12,0.961,1161,0.02315892976202959,2.315892976202959,0.02315892976202959,False,0.9584999999999999,60.34421090518336
Dec 13 2022 01: +0,0.979,1868,Chroma Case,2022-12-13,0.979,1868,0.018557233560217826,1.8557233560217827,0.018557233560217826,False,0.9657142857142856,60.571259949038534
Dec 14 2022 01: +0,0.946,1360,Chroma Case,2022-12-14,0.946,1360,-0.03428907347863219,-3.4289073478632193,0.03428907347863219,False,0.9671428571428572,61.41258724163695
Dec 15 2022 01: +0,0.978,1639,Chroma Case,2022-12-15,0.978,1639,0.033267100982939,3.3267100982939004,0.033267100982939,False,0.9676428571428571,62.39167040902439
Dec 16 2022 01: +0,1.009,1828,Chroma Case,2022-12-16,1.009,1828,0.031205350318791587,3.1205350318791587,0.031205350318791587,False,0.9705,63.14381798911881
Dec 17 2022 01: +0,1.008,2053,Chroma Case,2022-12-17,1.008,2053,-0.0009915717222949406,-0.09915717222949405,0.0009915717222949406,False,0.9744285714285714,59.77709495116964
Dec 18 2022 01: +0,0.997,2355,Chroma Case,2022-12-18,0.997,2355,-0.010972678669475556,-1.0972678669475555,0.010972678669475556,False,0.9760714285714285,59.51345972760489
Dec 19 2022 01: +0,0.98,1279,Chroma Case,2022-12-19,0.98,1279,-0.01719819829722069,-1.719819829722069,0.01719819829722069,False,0.9755,57.883312193182135
Dec 20 2022 01: +0,0.954,2324,Chroma Case,2022-12-20,0.954,2324,-0.02688890021633106,-2.688890021633106,0.02688890021633106,False,0.9725714285714284,58.685998845918974
Dec 21 2022 01: +0,0.959,2550,Chroma Case,2022-12-21,0.959,2550,0.00522740343515173,0.522740343515173,0.00522740343515173,False,0.9713571428571429,57.09685129973614
Dec 22 2022 01: +0,0.967,2378,Chroma Case,2022-12-22,0.967,2378,0.008307420569856096,0.8307420569856095,0.008307420569856096,False,0.9707857142857143,53.21922512555191
Dec 23 2022 01: +0,0.975,2416,Chroma Case,2022-12-23,0.975,2416,0.008238975544552862,0.8238975544552862,0.008238975544552862,False,0.9718571428571428,41.75309102848162
Dec 24 2022 01: +0,1.011,1814,Chroma Case,2022-12-24,1.011,1814,0.03625774802262416,3.625774802262416,0.03625774802262416,False,0.9759285714285715,42.255405915823985
Dec 25 2022 01: +0,1.036,2072,Chroma Case,2022-12-25,1.036,2072,0.0244272037989571,2.44272037989571,0.0244272037989571,False,0.9828571428571429,41.57579098662381
Dec 26 2022 01: +0,1.018,2053,Chroma Case,2022-12-26,1.018,2053,-0.01752722570896028,-1.752722570896028,0.01752722570896028,False,0.9869285714285715,42.3626087222431
Dec 27 2022 01: +0,1.005,1882,Chroma Case,2022-12-27,1.005,1882,-0.012852376617291994,-1.2852376617291994,0.012852376617291994,False,0.9887857142857143,42.46991581003879
Dec 28 2022 01: +0,1.008,2546,Chroma Case,2022-12-28,1.008,2546,0.002980628138137941,0.2980628138137941,0.002980628138137941,False,0.9932142857142857,42.47038871322356
Dec 29 2022 01: +0,1.002,2122,Chroma Case,2022-12-29,1.002,2122,-0.005970166986503796,-0.5970166986503797,0.005970166986503796,False,0.9949285714285713,42.404182744661114
Dec 30 2022 01: +0,0.999,2770,Chroma Case,2022-12-30,0.999,2770,-0.0029985029962565574,-0.29985029962565574,0.0029985029962565574,False,0.9942142857142856,38.622773086376824
Dec 31 2022 01: +0,0.988,1610,Chroma Case,2022-12-31,0.988,1610,-0.011072080900685677,-1.1072080900685677,0.011072080900685677,False,0.9927857142857143,35.307724658511574
Jan 01 2023 01: +0,0.985,2047,Chroma Case,2023-01-01,0.985,2047,-0.0030410565757789344,-0.30410565757789343,0.0030410565757789344,False,0.9919285714285715,35.31859150205548
Jan 02 2023 01: +0,1.001,2578,Chroma Case,2023-01-02,1.001,2578,0.016113138143131707,1.6113138143131707,0.016113138143131707,False,0.9934285714285714,35.15941963802676
Jan 03 2023 01: +0,0.995,2722,Chroma Case,2023-01-03,0.995,2722,-0.0060120421566277225,-0.6012042156627723,0.0060120421566277225,False,0.9963571428571428,34.484211062064624
Jan 04 2023 01: +0,1.007,2498,Chroma Case,2023-01-04,1.007,2498,0.011988155559969401,1.19881555599694,0.011988155559969401,False,0.9997857142857143,34.38024613547378
Jan 05 2023 01: +0,1.006,1721,Chroma Case,2023-01-05,1.006,1721,-0.0009935420588776786,-0.09935420588776786,0.0009935420588776786,False,1.0025714285714284,34.305497580026476
Jan 06 2023 01: +0,1.041,2285,Chroma Case,2023-01-06,1.041,2285,0.03419971795528421,3.4199717955284212,0.03419971795528421,False,1.0072857142857143,35.50153658429441
Jan 07 2023 01: +0,1.036,2406,Chroma Case,2023-01-07,1.036,2406,-0.004814645795540451,-0.48146457955404515,0.004814645795540451,False,1.0090714285714284,35.568726176145596
Jan 08 2023 01: +0,1.016,1526,Chroma Case,2023-01-08,1.016,1526,-0.01949379468100113,-1.9493794681001129,0.01949379468100113,False,1.007642857142857,35.842333804069256
Jan 09 2023 01: +0,1.048,1651,Chroma Case,2023-01-09,1.048,1651,0.031010236742560218,3.1010236742560218,0.031010236742560218,False,1.0097857142857143,37.11055609855383
Jan 10 2023 01: +0,1.035,1547,Chroma Case,2023-01-10,1.035,1547,-0.012482159181518144,-1.2482159181518144,0.012482159181518144,False,1.0119285714285715,36.91191284127481
Jan 11 2023 01: +0,1.065,1663,Chroma Case,2023-01-11,1.065,1663,0.028573372444056163,2.8573372444056164,0.028573372444056163,False,1.016,37.3255692590132
Jan 12 2023 01: +0,1.071,1519,Chroma Case,2023-01-12,1.071,1519,0.005617992304223274,0.5617992304223274,0.005617992304223274,False,1.0209285714285714,36.936176858492814
Jan 13 2023 01: +0,1.147,2065,Chroma Case,2023-01-13,1.147,2065,0.0685570466816219,6.85570466816219,0.0685570466816219,True,1.0314999999999999,41.06063951804008
Jan 14 2023 01: +0,1.1,1714,Chroma Case,2023-01-14,1.1,1714,-0.04183965834290872,-4.183965834290872,0.04183965834290872,False,1.0395,43.18291378090277
Jan 15 2023 01: +0,1.1,1678,Chroma Case,2023-01-15,1.1,1678,0.0,0.0,0.0,False,1.0477142857142856,42.058269642709895
Jan 16 2023 01: +0,1.118,1565,Chroma Case,2023-01-16,1.118,1565,0.016231194928582552,1.6231194928582553,0.016231194928582552,False,1.0560714285714285,42.287228156874
Jan 17 2023 01: +0,1.106,1789,Chroma Case,2023-01-17,1.106,1789,-0.010791471632764319,-1.0791471632764318,0.010791471632764319,False,1.064,42.27949467763459
Jan 18 2023 01: +0,1.125,2185,Chroma Case,2023-01-18,1.125,2185,0.017033132556240237,1.7033132556240238,0.017033132556240237,False,1.0724285714285713,41.85841822930181
Jan 19 2023 01: +0,1.125,1561,Chroma Case,2023-01-19,1.125,1561,0.0,0.0,0.0,False,1.0809285714285715,40.33561285861899
Jan 20 2023 01: +0,1.148,1757,Chroma Case,2023-01-20,1.148,1757,0.020238262240991046,2.0238262240991047,0.020238262240991046,False,1.0885714285714285,40.66155519167791
Jan 21 2023 01: +0,1.167,2001,Chroma Case,2023-01-21,1.167,2001,0.016415055407044396,1.6415055407044397,0.016415055407044396,False,1.0979285714285714,40.81760221715198
Jan 22 2023 01: +0,1.174,2168,Chroma Case,2023-01-22,1.174,2168,0.005980368101485649,0.5980368101485649,0.005980368101485649,False,1.1092142857142857,40.811466911068194
Jan 23 2023 01: +0,1.219,2277,Chroma Case,2023-01-23,1.219,2277,0.037614129093229955,3.7614129093229955,0.037614129093229955,False,1.1214285714285714,40.93977801875847
Jan 24 2023 01: +0,1.186,1599,Chroma Case,2023-01-24,1.186,1599,-0.027444549923600826,-2.7444549923600827,0.027444549923600826,False,1.1322142857142858,42.022693556800746
Jan 25 2023 01: +0,1.204,1758,Chroma Case,2023-01-25,1.204,1758,0.015063046311095542,1.5063046311095543,0.015063046311095542,False,1.1421428571428573,41.40490455076421
Jan 26 2023 01: +0,1.208,1504,Chroma Case,2023-01-26,1.208,1504,0.0033167526259938207,0.33167526259938207,0.0033167526259938207,False,1.1519285714285714,40.87904685828179
Jan 27 2023 01: +0,1.215,1439,Chroma Case,2023-01-27,1.215,1439,0.0057779772798886315,0.5777977279888632,0.0057779772798886315,False,1.1567857142857143,40.86354153633892
Jan 28 2023 01: +0,1.206,2041,Chroma Case,2023-01-28,1.206,2041,-0.007434978487518202,-0.7434978487518202,0.007434978487518202,False,1.1643571428571426,40.92171925427413
Jan 29 2023 01: +0,1.165,1642,Chroma Case,2023-01-29,1.165,1642,-0.03458801128732971,-3.458801128732971,0.03458801128732971,False,1.169,43.231474074819786
