date,price,volume,case
Feb 22 2022 01: +0,0.706,1893,Chroma Case
Feb 23 2022 01: +0,0.703,2051,Chroma Case
Feb 24 2022 01: +0,0.701,1958,Chroma Case
Feb 25 2022 01: +0,0.707,2298,Chroma Case
Feb 26 2022 01: +0,0.684,2322,Chroma Case
Feb 27 2022 01: +0,0.69,2015,Chroma Case
Feb 28 2022 01: +0,0.696,2731,Chroma Case
Mar 01 2022 01: +0,0.681,2123,Chroma Case
Mar 02 2022 01: +0,0.675,1909,Chroma Case
Mar 03 2022 01: +0,0.691,2085,Chroma Case
Mar 04 2022 01: +0,0.697,2192,Chroma Case
Mar 05 2022 01: +0,0.713,2147,Chroma Case
Mar 06 2022 01: +0,0.71,1916,Chroma Case
Mar 07 2022 01: +0,0.706,2339,Chroma Case
Mar 08 2022 01: +0,0.694,3112,Chroma Case
Mar 09 2022 01: +0,0.707,2299,Chroma Case
Mar 10 2022 01: +0,0.713,1786,Chroma Case
Mar 11 2022 01: +0,0.719,2290,Chroma Case
Mar 12 2022 01: +0,0.729,2398,Chroma Case
Mar 13 2022 01: +0,0.732,2183,Chroma Case
Mar 14 2022 01: +0,0.75,1702,Chroma Case
Mar 15 2022 01: +0,0.731,1629,Chroma Case
Mar 16 2022 01: +0,0.749,2002,Chroma Case
Mar 17 2022 01: +0,0.746,1432,Chroma Case
Mar 18 2022 01: +0,0.761,1744,Chroma Case
Mar 19 2022 01: +0,0.742,1620,Chroma Case
Mar 20 2022 01: +0,0.753,1738,Chroma Case
Mar 21 2022 01: +0,0.769,1915,Chroma Case
Mar 22 2022 01: +0,0.756,1569,Chroma Case
Mar 23 2022 01: +0,0.767,1942,Chroma Case
Mar 24 2022 01: +0,0.763,1804,Chroma Case
Mar 25 2022 01: +0,0.759,3114,Chroma Case
Mar 26 2022 01: +0,0.785,1873,Chroma Case
Mar 27 2022 01: +0,0.755,1669,Chroma Case
Mar 28 2022 01: +0,0.778,1552,Chroma Case
Mar 29 2022 01: +0,0.745,1811,Chroma Case
Mar 30 2022 01: +0,0.807,1732,Chroma Case
Mar 31 2022 01: +0,0.77,1536,Chroma Case
Apr 01 2022 01: +0,0.782,2364,Chroma Case
Apr 02 2022 01: +0,0.816,2304,Chroma Case
Apr 03 2022 01: +0,0.829,2534,Chroma Case
Apr 04 2022 01: +0,0.864,1682,Chroma Case
Apr 05 2022 01: +0,0.876,2046,Chroma Case
Apr 06 2022 01: +0,0.865,1400,Chroma Case
Apr 07 2022 01: +0,0.886,2692,Chroma Case
Apr 08 2022 01: +0,0.945,4026,Chroma Case
Apr 09 2022 01: +0,1.0,3122,Chroma Case
Apr 10 2022 01: +0,0.967,3373,Chroma Case
Apr 11 2022 01: +0,0.933,1675,Chroma Case
Apr 12 2022 01: +0,0.889,1330,Chroma Case
Apr 13 2022 01: +0,0.876,1454,Chroma Case
Apr 14 2022 01: +0,0.921,2520,Chroma Case
Apr 15 2022 01: +0,0.878,1413,Chroma Case
Apr 16 2022 01: +0,0.92,1429,Chroma Case
Apr 17 2022 01: +0,0.891,1870,Chroma Case
Apr 18 2022 01: +0,0.865,1662,Chroma Case
Apr 19 2022 01: +0,0.882,1214,Chroma Case
Apr 20 2022 01: +0,0.892,1640,Chroma Case
Apr 21 2022 01: +0,0.864,1346,Chroma Case
Apr 22 2022 01: +0,0.89,2257,Chroma Case
Apr 23 2022 01: +0,0.918,2434,Chroma Case
Apr 24 2022 01: +0,0.942,1574,Chroma Case
Apr 25 2022 01: +0,0.917,1661,Chroma Case
Apr 26 2022 01: +0,0.91,1900,Chroma Case
Apr 27 2022 01: +0,0.91,2010,Chroma Case
Apr 28 2022 01: +0,0.891,2114,Chroma Case
Apr 29 2022 01: +0,0.888,1606,Chroma Case
Apr 30 2022 01: +0,0.891,1996,Chroma Case
May 01 2022 01: +0,0.888,2030,Chroma Case
May 02 2022 01: +0,0.897,2025,Chroma Case
May 03 2022 01: +0,0.874,2163,Chroma Case
May 04 2022 01: +0,0.876,1967,Chroma Case
May 05 2022 01: +0,0.888,2028,Chroma Case
May 06 2022 01: +0,0.901,2452,Chroma Case
May 07 2022 01: +0,0.903,2109,Chroma Case
May 08 2022 01: +0,0.899,2031,Chroma Case
May 09 2022 01: +0,0.894,1805,Chroma Case
May 10 2022 01: +0,0.874,2780,Chroma Case
May 11 2022 01: +0,0.878,2189,Chroma Case
May 12 2022 01: +0,0.884,2485,Chroma Case
May 13 2022 01: +0,0.881,3204,Chroma Case
May 14 2022 01: +0,0.902,1844,Chroma Case
May 15 2022 01: +0,0.906,2234,Chroma Case
May 16 2022 01: +0,0.905,2782,Chroma Case
May 17 2022 01: +0,0.927,1580,Chroma Case
May 18 2022 01: +0,0.925,1491,Chroma Case
May 19 2022 01: +0,0.91,1742,Chroma Case
May 20 2022 01: +0,0.929,2673,Chroma Case
May 21 2022 01: +0,0.921,1847,Chroma Case
May 22 2022 01: +0,0.862,4016,Chroma Case
May 23 2022 01: +0,0.87,2776,Chroma Case
May 24 2022 01: +0,0.878,2231,Chroma Case
May 25 2022 01: +0,0.895,2410,Chroma Case
May 26 2022 01: +0,0.894,2267,Chroma Case
May 27 2022 01: +0,0.912,2065,Chroma Case
May 28 2022 01: +0,0.942,2043,Chroma Case
May 29 2022 01: +0,0.956,2017,Chroma Case
May 30 2022 01: +0,0.949,1769,Chroma Case
May 31 2022 01: +0,0.953,1541,Chroma Case
Jun 01 2022 01: +0,0.967,1996,Chroma Case
Jun 02 2022 01: +0,0.986,1959,Chroma Case
Jun 03 2022 01: +0,0.971,2258,Chroma Case
Jun 04 2022 01: +0,0.97,2042,Chroma Case
Jun 05 2022 01: +0,0.966,1887,Chroma Case
Jun 06 2022 01: +0,0.941,1931,Chroma Case
Jun 07 2022 01: +0,0.919,2081,Chroma Case
Jun 08 2022 01: +0,0.956,1450,Chroma Case
Jun 09 2022 01: +0,0.932,1943,Chroma Case
Jun 10 2022 01: +0,0.942,1640,Chroma Case
Jun 11 2022 01: +0,0.936,2354,Chroma Case
Jun 12 2022 01: +0,0.958,1725,Chroma Case
Jun 13 2022 01: +0,0.935,1777,Chroma Case
Jun 14 2022 01: +0,0.938,1813,Chroma Case
Jun 15 2022 01: +0,0.952,2052,Chroma Case
Jun 16 2022 01: +0,0.941,1813,Chroma Case
Jun 17 2022 01: +0,0.972,2345,Chroma Case
Jun 18 2022 01: +0,0.923,2076,Chroma Case
Jun 19 2022 01: +0,0.929,1896,Chroma Case
Jun 20 2022 01: +0,0.931,2130,Chroma Case
Jun 21 2022 01: +0,0.942,1823,Chroma Case
Jun 22 2022 01: +0,0.914,1940,Chroma Case
Jun 23 2022 01: +0,0.906,1574,Chroma Case
Jun 24 2022 01: +0,0.883,1890,Chroma Case
Jun 25 2022 01: +0,0.917,2109,Chroma Case
Jun 26 2022 01: +0,0.895,2788,Chroma Case
Jun 27 2022 01: +0,0.896,1959,Chroma Case
Jun 28 2022 01: +0,0.883,2273,Chroma Case
Jun 29 2022 01: +0,0.908,2187,Chroma Case
Jun 30 2022 01: +0,0.915,1979,Chroma Case
Jul 01 2022 01: +0,0.925,2276,Chroma Case
Jul 02 2022 01: +0,0.945,2669,Chroma Case
Jul 03 2022 01: +0,0.95,2296,Chroma Case
Jul 04 2022 01: +0,0.955,2218,Chroma Case
Jul 05 2022 01: +0,0.94,1818,Chroma Case
Jul 06 2022 01: +0,0.902,1835,Chroma Case
Jul 07 2022 01: +0,0.936,1969,Chroma Case
Jul 08 2022 01: +0,0.947,1974,Chroma Case
Jul 09 2022 01: +0,0.94,1528,Chroma Case
Jul 10 2022 01: +0,0.944,1777,Chroma Case
Jul 11 2022 01: +0,0.955,1775,Chroma Case
Jul 12 2022 01: +0,0.957,1793,Chroma Case
Jul 13 2022 01: +0,0.967,2172,Chroma Case
Jul 14 2022 01: +0,0.948,1530,Chroma Case
Jul 15 2022 01: +0,0.956,2336,Chroma Case
Jul 16 2022 01: +0,0.989,3336,Chroma Case
Jul 17 2022 01: +0,0.987,2049,Chroma Case
Jul 18 2022 01: +0,1.002,1648,Chroma Case
Jul 19 2022 01: +0,1.031,1576,Chroma Case
Jul 20 2022 01: +0,1.071,1127,Chroma Case
Jul 21 2022 01: +0,1.036,1703,Chroma Case
Jul 22 2022 01: +0,1.173,2476,Chroma Case
Jul 23 2022 01: +0,1.161,1715,Chroma Case
Jul 24 2022 01: +0,1.074,2525,Chroma Case
Jul 25 2022 01: +0,1.109,1519,Chroma Case
Jul 26 2022 01: +0,1.092,2132,Chroma Case
Jul 27 2022 01: +0,1.109,1584,Chroma Case
Jul 28 2022 01: +0,1.104,1575,Chroma Case
Jul 29 2022 01: +0,1.124,1800,Chroma Case
Jul 30 2022 01: +0,1.142,1729,Chroma Case
Jul 31 2022 01: +0,1.139,2013,Chroma Case
Aug 01 2022 01: +0,1.125,1850,Chroma Case
Aug 02 2022 01: +0,1.094,1119,Chroma Case
Aug 03 2022 01: +0,1.127,2023,Chroma Case
Aug 04 2022 01: +0,1.085,1676,Chroma Case
Aug 05 2022 01: +0,1.129,2260,Chroma Case
Aug 06 2022 01: +0,1.115,1989,Chroma Case
Aug 07 2022 01: +0,1.096,1883,Chroma Case
Aug 08 2022 01: +0,1.101,2264,Chroma Case
Aug 09 2022 01: +0,1.069,1168,Chroma Case
Aug 10 2022 01: +0,1.118,1566,Chroma Case
Aug 11 2022 01: +0,1.137,1965,Chroma Case
Aug 12 2022 01: +0,1.157,1705,Chroma Case
Aug 13 2022 01: +0,1.154,2120,Chroma Case
Aug 14 2022 01: +0,1.135,2021,Chroma Case
Aug 15 2022 01: +0,1.134,1394,Chroma Case
Aug 16 2022 01: +0,1.126,1989,Chroma Case
Aug 17 2022 01: +0,1.154,2339,Chroma Case
Aug 18 2022 01: +0,1.108,1325,Chroma Case
Aug 19 2022 01: +0,1.086,1679,Chroma Case
Aug 20 2022 01: +0,1.108,2333,Chroma Case
Aug 21 2022 01: +0,1.109,1632,Chroma Case
Aug 22 2022 01: +0,1.117,1358,Chroma Case
Aug 23 2022 01: +0,1.091,1715,Chroma Case
Aug 24 2022 01: +0,1.054,1876,Chroma Case
Aug 25 2022 01: +0,1.012,1778,Chroma Case
Aug 26 2022 01: +0,1.067,2124,Chroma Case
Aug 27 2022 01: +0,1.053,1850,Chroma Case
Aug 28 2022 01: +0,1.03,1230,Chroma Case
Aug 29 2022 01: +0,1.025,1400,Chroma Case
Aug 30 2022 01: +0,1.068,3626,Chroma Case
Aug 31 2022 01: +0,1.179,4360,Chroma Case
Sep 01 2022 01: +0,1.22,3447,Chroma Case
Sep 02 2022 01: +0,1.126,2946,Chroma Case
Sep 03 2022 01: +0,1.177,2748,Chroma Case
Sep 04 2022 01: +0,1.156,1870,Chroma Case
Sep 05 2022 01: +0,1.198,2155,Chroma Case
Sep 06 2022 01: +0,1.176,2192,Chroma Case
Sep 07 2022 01: +0,1.187,1831,Chroma Case
Sep 08 2022 01: +0,1.168,1347,Chroma Case
Sep 09 2022 01: +0,1.169,1815,Chroma Case
Sep 10 2022 01: +0,1.168,1810,Chroma Case
Sep 11 2022 01: +0,1.189,2069,Chroma Case
Sep 12 2022 01: +0,1.172,1499,Chroma Case
Sep 13 2022 01: +0,1.169,2103,Chroma Case
Sep 14 2022 01: +0,1.19,2635,Chroma Case
Sep 15 2022 01: +0,1.163,1847,Chroma Case
Sep 16 2022 01: +0,1.119,1733,Chroma Case
Sep 17 2022 01: +0,1.137,2389,Chroma Case
Sep 18 2022 01: +0,1.139,2223,Chroma Case
Sep 19 2022 01: +0,1.107,1780,Chroma Case
Sep 20 2022 01: +0,1.074,1415,Chroma Case
Sep 21 2022 01: +0,1.051,1585,Chroma Case
Sep 22 2022 01: +0,1.02,1998,Chroma Case
Sep 23 2022 01: +0,1.021,1522,Chroma Case
Sep 24 2022 01: +0,1.064,2245,Chroma Case
Sep 25 2022 01: +0,1.038,1635,Chroma Case
Sep 26 2022 01: +0,1.02,1402,Chroma Case
Sep 27 2022 01: +0,0.98,1523,Chroma Case
Sep 28 2022 01: +0,1.011,1856,Chroma Case
Sep 29 2022 01: +0,1.059,2082,Chroma Case
Sep 30 2022 01: +0,1.052,1237,Chroma Case
Oct 01 2022 01: +0,1.049,2153,Chroma Case
Oct 02 2022 01: +0,1.04,1512,Chroma Case
Oct 03 2022 01: +0,1.034,1055,Chroma Case
Oct 04 2022 01: +0,1.017,1997,Chroma Case
Oct 05 2022 01: +0,1.029,1714,Chroma Case
Oct 06 2022 01: +0,1.007,1312,Chroma Case
Oct 07 2022 01: +0,1.02,2999,Chroma Case
Oct 08 2022 01: +0,1.026,1778,Chroma Case
Oct 09 2022 01: +0,1.005,1818,Chroma Case
Oct 10 2022 01: +0,1.055,1602,Chroma Case
Oct 11 2022 01: +0,1.063,1708,Chroma Case
Oct 12 2022 01: +0,1.007,934,Chroma Case
Oct 13 2022 01: +0,1.025,1657,Chroma Case
Oct 14 2022 01: +0,0.989,1084,Chroma Case
Oct 15 2022 01: +0,1.04,1739,Chroma Case
Oct 16 2022 01: +0,1.027,1497,Chroma Case
Oct 17 2022 01: +0,1.034,1513,Chroma Case
Oct 18 2022 01: +0,1.035,1343,Chroma Case
Oct 19 2022 01: +0,1.059,1535,Chroma Case
Oct 20 2022 01: +0,1.032,1202,Chroma Case
Oct 21 2022 01: +0,1.02,1582,Chroma Case
Oct 22 2022 01: +0,1.004,1603,Chroma Case
Oct 23 2022 01: +0,0.983,1747,Chroma Case
Oct 24 2022 01: +0,1.011,1425,Chroma Case
Oct 25 2022 01: +0,1.029,1774,Chroma Case
Oct 26 2022 01: +0,1.018,1461,Chroma Case
Oct 27 2022 01: +0,0.98,1571,Chroma Case
Oct 28 2022 01: +0,0.985,1635,Chroma Case
Oct 29 2022 01: +0,0.992,2106,Chroma Case
Oct 30 2022 01: +0,0.983,1745,Chroma Case
Oct 31 2022 01: +0,0.96,1917,Chroma Case
Nov 01 2022 01: +0,0.935,2240,Chroma Case
Nov 02 2022 01: +0,0.967,1947,Chroma Case
Nov 03 2022 01: +0,1.018,2519,Chroma Case
Nov 04 2022 01: +0,1.062,1657,Chroma Case
Nov 05 2022 01: +0,1.05,1700,Chroma Case
Nov 06 2022 01: +0,1.015,1620,Chroma Case
Nov 07 2022 01: +0,1.017,1395,Chroma Case
Nov 08 2022 01: +0,1.039,1184,Chroma Case
Nov 09 2022 01: +0,1.027,1067,Chroma Case
Nov 10 2022 01: +0,1.015,1150,Chroma Case
Nov 11 2022 01: +0,1.066,1670,Chroma Case
Nov 12 2022 01: +0,1.036,1347,Chroma Case
Nov 13 2022 01: +0,1.049,1310,Chroma Case
Nov 14 2022 01: +0,1.032,1316,Chroma Case
Nov 15 2022 01: +0,1.048,1594,Chroma Case
Nov 16 2022 01: +0,1.028,1657,Chroma Case
Nov 17 2022 01: +0,0.971,1025,Chroma Case
Nov 18 2022 01: +0,0.991,1529,Chroma Case
Nov 19 2022 01: +0,0.95,1637,Chroma Case
Nov 20 2022 01: +0,0.947,1117,Chroma Case
Nov 21 2022 01: +0,0.984,1732,Chroma Case
Nov 22 2022 01: +0,0.928,1550,Chroma Case
Nov 23 2022 01: +0,0.848,1673,Chroma Case
Nov 24 2022 01: +0,0.832,1993,Chroma Case
Nov 25 2022 01: +0,0.861,1599,Chroma Case
Nov 26 2022 01: +0,0.862,1673,Chroma Case
Nov 27 2022 01: +0,0.88,1554,Chroma Case
Nov 28 2022 01: +0,0.885,1434,Chroma Case
Nov 29 2022 01: +0,0.878,1235,Chroma Case
Nov 30 2022 01: +0,0.926,1256,Chroma Case
Dec 01 2022 01: +0,0.971,1272,Chroma Case
Dec 02 2022 01: +0,0.969,1372,Chroma Case
Dec 03 2022 01: +0,0.953,1600,Chroma Case
Dec 04 2022 01: +0,0.974,2301,Chroma Case
Dec 05 2022 01: +0,0.988,2354,Chroma Case
Dec 06 2022 01: +0,0.995,1458,Chroma Case
Dec 07 2022 01: +0,0.976,1270,Chroma Case
Dec 08 2022 01: +0,0.975,1477,Chroma Case
Dec 09 2022 01: +0,0.96,2698,Chroma Case
Dec 10 2022 01: +0,0.954,1551,Chroma Case
Dec 11 2022 01: +0,0.939,1434,Chroma Case
Dec 12 2022 01: +0,0.961,1161,Chroma Case
Dec 13 2022 01: +0,0.979,1868,Chroma Case
Dec 14 2022 01: +0,0.946,1360,Chroma Case
Dec 15 2022 01: +0,0.978,1639,Chroma Case
Dec 16 2022 01: +0,1.009,1828,Chroma Case
Dec 17 2022 01: +0,1.008,2053,Chroma Case
Dec 18 2022 01: +0,0.997,2355,Chroma Case
Dec 19 2022 01: +0,0.98,1279,Chroma Case
Dec 20 2022 01: +0,0.954,2324,Chroma Case
Dec 21 2022 01: +0,0.959,2550,Chroma Case
Dec 22 2022 01: +0,0.967,2378,Chroma Case
Dec 23 2022 01: +0,0.975,2416,Chroma Case
Dec 24 2022 01: +0,1.011,1814,Chroma Case
Dec 25 2022 01: +0,1.036,2072,Chroma Case
Dec 26 2022 01: +0,1.018,2053,Chroma Case
Dec 27 2022 01: +0,1.005,1882,Chroma Case
Dec 28 2022 01: +0,1.008,2546,Chroma Case
Dec 29 2022 01: +0,1.002,2122,Chroma Case
Dec 30 2022 01: +0,0.999,2770,Chroma Case
Dec 31 2022 01: +0,0.988,1610,Chroma Case
Jan 01 2023 01: +0,0.985,2047,Chroma Case
Jan 02 2023 01: +0,1.001,2578,Chroma Case
Jan 03 2023 01: +0,0.995,2722,Chroma Case
Jan 04 2023 01: +0,1.007,2498,Chroma Case
Jan 05 2023 01: +0,1.006,1721,Chroma Case
Jan 06 2023 01: +0,1.041,2285,Chroma Case
Jan 07 2023 01: +0,1.036,2406,Chroma Case
Jan 08 2023 01: +0,1.016,1526,Chroma Case
Jan 09 2023 01: +0,1.048,1651,Chroma Case
Jan 10 2023 01: +0,1.035,1547,Chroma Case
Jan 11 2023 01: +0,1.065,1663,Chroma Case
Jan 12 2023 01: +0,1.071,1519,Chroma Case
Jan 13 2023 01: +0,1.147,2065,Chroma Case
Jan 14 2023 01: +0,1.1,1714,Chroma Case
Jan 15 2023 01: +0,1.1,1678,Chroma Case
Jan 16 2023 01: +0,1.118,1565,Chroma Case
Jan 17 2023 01: +0,1.106,1789,Chroma Case
Jan 18 2023 01: +0,1.125,2185,Chroma Case
Jan 19 2023 01: +0,1.125,1561,Chroma Case
Jan 20 2023 01: +0,1.148,1757,Chroma Case
Jan 21 2023 01: +0,1.167,2001,Chroma Case
Jan 22 2023 01: +0,1.174,2168,Chroma Case
Jan 23 2023 01: +0,1.219,2277,Chroma Case
Jan 24 2023 01: +0,1.186,1599,Chroma Case
Jan 25 2023 01: +0,1.204,1758,Chroma Case
Jan 26 2023 01: +0,1.208,1504,Chroma Case
Jan 27 2023 01: +0,1.215,1439,Chroma Case
Jan 28 2023 01: +0,1.206,2041,Chroma Case
Jan 29 2023 01: +0,1.165,1642,Chroma Case
Jan 30 2023 01: +0,1.208,1904,Chroma Case
Jan 31 2023 01: +0,1.24,2329,Chroma Case
Feb 01 2023 01: +0,1.266,2346,Chroma Case
Feb 02 2023 01: +0,1.233,1862,Chroma Case
Feb 03 2023 01: +0,1.306,2434,Chroma Case
Feb 04 2023 01: +0,1.349,2257,Chroma Case
Feb 05 2023 01: +0,1.327,2528,Chroma Case
Feb 06 2023 01: +0,1.359,1807,Chroma Case
Feb 07 2023 01: +0,1.312,1974,Chroma Case
Feb 08 2023 01: +0,1.3,1733,Chroma Case
Feb 09 2023 01: +0,1.321,2390,Chroma Case
Feb 10 2023 01: +0,1.36,1973,Chroma Case
Feb 11 2023 01: +0,1.372,2097,Chroma Case
Feb 12 2023 01: +0,1.369,2400,Chroma Case
Feb 13 2023 01: +0,1.41,1908,Chroma Case
Feb 14 2023 01: +0,1.42,1473,Chroma Case
Feb 15 2023 01: +0,1.424,1965,Chroma Case
Feb 16 2023 01: +0,1.454,2490,Chroma Case
Feb 17 2023 01: +0,1.498,2124,Chroma Case
Feb 18 2023 01: +0,1.472,2274,Chroma Case
Feb 19 2023 01: +0,1.5,2442,Chroma Case
Feb 20 2023 01: +0,1.446,1653,Chroma Case
Feb 21 2023 01: +0,1.411,1954,Chroma Case
Feb 22 2023 01: +0,1.416,2202,Chroma Case
Feb 23 2023 01: +0,1.339,2979,Chroma Case
Feb 24 2023 01: +0,1.354,2233,Chroma Case
Feb 25 2023 01: +0,1.392,2686,Chroma Case
Feb 26 2023 01: +0,1.413,2576,Chroma Case
Feb 27 2023 01: +0,1.37,2315,Chroma Case
Feb 28 2023 01: +0,1.372,1896,Chroma Case
Mar 01 2023 01: +0,1.388,2246,Chroma Case
Mar 02 2023 01: +0,1.449,3208,Chroma Case
Mar 03 2023 01: +0,1.454,3035,Chroma Case
Mar 04 2023 01: +0,1.503,3046,Chroma Case
Mar 05 2023 01: +0,1.462,2914,Chroma Case
Mar 06 2023 01: +0,1.411,2582,Chroma Case
Mar 07 2023 01: +0,1.398,2695,Chroma Case
Mar 08 2023 01: +0,1.367,5501,Chroma Case
Mar 09 2023 01: +0,1.44,3477,Chroma Case
Mar 10 2023 01: +0,1.473,3821,Chroma Case
Mar 11 2023 01: +0,1.527,3203,Chroma Case
Mar 12 2023 01: +0,1.528,2994,Chroma Case
Mar 13 2023 01: +0,1.535,2665,Chroma Case
Mar 14 2023 01: +0,1.555,2673,Chroma Case
Mar 15 2023 01: +0,1.589,2475,Chroma Case
Mar 16 2023 01: +0,1.611,2840,Chroma Case
Mar 17 2023 01: +0,1.574,3706,Chroma Case
Mar 18 2023 01: +0,1.558,3208,Chroma Case
Mar 19 2023 01: +0,1.54,2820,Chroma Case
Mar 20 2023 01: +0,1.524,3352,Chroma Case
Mar 21 2023 01: +0,1.537,2729,Chroma Case
Mar 22 2023 01: +0,1.525,4922,Chroma Case
Mar 23 2023 01: +0,1.589,7280,Chroma Case
Mar 24 2023 01: +0,1.843,6103,Chroma Case
Mar 25 2023 01: +0,2.142,4310,Chroma Case
Mar 26 2023 01: +0,2.085,4809,Chroma Case
Mar 27 2023 01: +0,2.059,4677,Chroma Case
Mar 28 2023 01: +0,2.062,3803,Chroma Case
Mar 29 2023 01: +0,1.999,4321,Chroma Case
Mar 30 2023 01: +0,2.096,4642,Chroma Case
Mar 31 2023 01: +0,2.335,5112,Chroma Case
Apr 01 2023 01: +0,2.564,4271,Chroma Case
Apr 02 2023 01: +0,2.447,3840,Chroma Case
Apr 03 2023 01: +0,2.386,4830,Chroma Case
Apr 04 2023 01: +0,2.471,5117,Chroma Case
Apr 05 2023 01: +0,2.661,5710,Chroma Case
Apr 06 2023 01: +0,2.687,5040,Chroma Case
Apr 07 2023 01: +0,2.961,5128,Chroma Case
Apr 08 2023 01: +0,2.955,4147,Chroma Case
Apr 09 2023 01: +0,2.875,4736,Chroma Case
Apr 10 2023 01: +0,2.829,4674,Chroma Case
Apr 11 2023 01: +0,2.75,4306,Chroma Case
Apr 12 2023 01: +0,2.753,4774,Chroma Case
Apr 13 2023 01: +0,2.86,4425,Chroma Case
Apr 14 2023 01: +0,2.944,3922,Chroma Case
Apr 15 2023 01: +0,3.065,4035,Chroma Case
Apr 16 2023 01: +0,3.143,4341,Chroma Case
Apr 17 2023 01: +0,3.077,4727,Chroma Case
Apr 18 2023 01: +0,3.018,3754,Chroma Case
Apr 19 2023 01: +0,3.023,4640,Chroma Case
Apr 20 2023 01: +0,2.9,4830,Chroma Case
Apr 21 2023 01: +0,2.884,5427,Chroma Case
Apr 22 2023 01: +0,2.764,4112,Chroma Case
Apr 23 2023 01: +0,2.634,4352,Chroma Case
Apr 24 2023 01: +0,2.612,4052,Chroma Case
Apr 25 2023 01: +0,2.54,4798,Chroma Case
Apr 26 2023 01: +0,2.494,4184,Chroma Case
Apr 27 2023 01: +0,2.508,3848,Chroma Case
Apr 28 2023 01: +0,2.495,4544,Chroma Case
Apr 29 2023 01: +0,2.576,4028,Chroma Case
Apr 30 2023 01: +0,2.693,4930,Chroma Case
May 01 2023 01: +0,2.686,3609,Chroma Case
May 02 2023 01: +0,2.585,3662,Chroma Case
May 03 2023 01: +0,2.699,3310,Chroma Case
May 04 2023 01: +0,2.647,3356,Chroma Case
May 05 2023 01: +0,2.669,4487,Chroma Case
May 06 2023 01: +0,2.584,3850,Chroma Case
May 07 2023 01: +0,2.587,3468,Chroma Case
May 08 2023 01: +0,2.452,2655,Chroma Case
May 09 2023 01: +0,2.443,2861,Chroma Case
May 10 2023 01: +0,2.539,2771,Chroma Case
May 11 2023 01: +0,2.419,3199,Chroma Case
May 12 2023 01: +0,2.506,3543,Chroma Case
May 13 2023 01: +0,2.497,2981,Chroma Case
May 14 2023 01: +0,2.487,2892,Chroma Case
May 15 2023 01: +0,2.6,2647,Chroma Case
May 16 2023 01: +0,2.506,2340,Chroma Case
May 17 2023 01: +0,2.551,2942,Chroma Case
May 18 2023 01: +0,2.592,2981,Chroma Case
May 19 2023 01: +0,2.622,3199,Chroma Case
May 20 2023 01: +0,2.642,2812,Chroma Case
May 21 2023 01: +0,2.652,2838,Chroma Case
May 22 2023 01: +0,2.596,2482,Chroma Case
May 23 2023 01: +0,2.603,2225,Chroma Case
May 24 2023 01: +0,2.551,2868,Chroma Case
May 25 2023 01: +0,2.624,2469,Chroma Case
May 26 2023 01: +0,2.604,2505,Chroma Case
May 27 2023 01: +0,2.691,3248,Chroma Case
May 28 2023 01: +0,2.677,2528,Chroma Case
May 29 2023 01: +0,2.647,2886,Chroma Case
May 30 2023 01: +0,2.64,2355,Chroma Case
May 31 2023 01: +0,2.69,2227,Chroma Case
Jun 01 2023 01: +0,2.706,2458,Chroma Case
Jun 02 2023 01: +0,2.747,2382,Chroma Case
Jun 03 2023 01: +0,2.744,2196,Chroma Case
Jun 04 2023 01: +0,2.799,2113,Chroma Case
Jun 05 2023 01: +0,2.775,2261,Chroma Case
Jun 06 2023 01: +0,2.836,2124,Chroma Case
Jun 07 2023 01: +0,2.812,2419,Chroma Case
Jun 08 2023 01: +0,2.812,2397,Chroma Case
Jun 09 2023 01: +0,2.828,1965,Chroma Case
Jun 10 2023 01: +0,2.855,2260,Chroma Case
Jun 11 2023 01: +0,2.873,2348,Chroma Case
Jun 12 2023 01: +0,2.901,2176,Chroma Case
Jun 13 2023 01: +0,2.935,2255,Chroma Case
Jun 14 2023 01: +0,2.711,2494,Chroma Case
Jun 15 2023 01: +0,2.876,1962,Chroma Case
Jun 16 2023 01: +0,2.889,2295,Chroma Case
Jun 17 2023 01: +0,2.935,2001,Chroma Case
Jun 18 2023 01: +0,3.006,2391,Chroma Case
Jun 19 2023 01: +0,2.945,1579,Chroma Case
Jun 20 2023 01: +0,2.894,1632,Chroma Case
Jun 21 2023 01: +0,2.823,1409,Chroma Case
Jun 22 2023 01: +0,2.758,1560,Chroma Case
Jun 23 2023 01: +0,2.741,2699,Chroma Case
Jun 24 2023 01: +0,2.693,2103,Chroma Case
Jun 25 2023 01: +0,2.669,1844,Chroma Case
Jun 26 2023 01: +0,2.681,1842,Chroma Case
Jun 27 2023 01: +0,2.641,1401,Chroma Case
Jun 28 2023 01: +0,2.646,1896,Chroma Case
Jun 29 2023 01: +0,2.574,2008,Chroma Case
Jun 30 2023 01: +0,2.496,2274,Chroma Case
Jul 01 2023 01: +0,2.499,2185,Chroma Case
Jul 02 2023 01: +0,2.497,2439,Chroma Case
Jul 03 2023 01: +0,2.539,1926,Chroma Case
Jul 04 2023 01: +0,2.582,1496,Chroma Case
Jul 05 2023 01: +0,2.525,1632,Chroma Case
Jul 06 2023 01: +0,2.467,1428,Chroma Case
Jul 07 2023 01: +0,2.497,1864,Chroma Case
Jul 08 2023 01: +0,2.554,2120,Chroma Case
Jul 09 2023 01: +0,2.547,1937,Chroma Case
Jul 10 2023 01: +0,2.52,2043,Chroma Case
