date,price,volume,case
May 22 2017 01: +0,0.03,10294,Operation Breakout Weapon Case
May 23 2017 01: +0,0.03,12473,Operation Breakout Weapon Case
May 24 2017 01: +0,0.03,13464,Operation Breakout Weapon Case
May 25 2017 01: +0,0.03,14444,Operation Breakout Weapon Case
May 26 2017 01: +0,0.03,11331,Operation Breakout Weapon Case
May 27 2017 01: +0,0.03,10929,Operation Breakout Weapon Case
May 28 2017 01: +0,0.03,11484,Operation Breakout Weapon Case
May 29 2017 01: +0,0.03,11587,Operation Breakout Weapon Case
May 30 2017 01: +0,0.03,10918,Operation Breakout Weapon Case
May 31 2017 01: +0,0.03,10251,Operation Breakout Weapon Case
Jun 01 2017 01: +0,0.03,12866,Operation Breakout Weapon Case
Jun 02 2017 01: +0,0.03,11063,Operation Breakout Weapon Case
Jun 03 2017 01: +0,0.03,11376,Operation Breakout Weapon Case
Jun 04 2017 01: +0,0.03,13979,Operation Breakout Weapon Case
Jun 05 2017 01: +0,0.03,16320,Operation Breakout Weapon Case
Jun 06 2017 01: +0,0.03,15784,Operation Breakout Weapon Case
Jun 07 2017 01: +0,0.03,11003,Operation Breakout Weapon Case
Jun 08 2017 01: +0,0.03,15016,Operation Breakout Weapon Case
Jun 09 2017 01: +0,0.03,9888,Operation Breakout Weapon Case
Jun 10 2017 01: +0,0.03,11902,Operation Breakout Weapon Case
Jun 11 2017 01: +0,0.03,11047,Operation Breakout Weapon Case
Jun 12 2017 01: +0,0.03,10398,Operation Breakout Weapon Case
Jun 13 2017 01: +0,0.03,9443,Operation Breakout Weapon Case
Jun 14 2017 01: +0,0.03,10673,Operation Breakout Weapon Case
Jun 15 2017 01: +0,0.03,10345,Operation Breakout Weapon Case
Jun 16 2017 01: +0,0.03,13462,Operation Breakout Weapon Case
Jun 17 2017 01: +0,0.03,11332,Operation Breakout Weapon Case
Jun 18 2017 01: +0,0.03,8991,Operation Breakout Weapon Case
Jun 19 2017 01: +0,0.03,9968,Operation Breakout Weapon Case
Jun 20 2017 01: +0,0.03,9339,Operation Breakout Weapon Case
Jun 21 2017 01: +0,0.03,9797,Operation Breakout Weapon Case
Jun 22 2017 01: +0,0.03,8676,Operation Breakout Weapon Case
Jun 23 2017 01: +0,0.03,12218,Operation Breakout Weapon Case
Jun 24 2017 01: +0,0.03,11002,Operation Breakout Weapon Case
Jun 25 2017 01: +0,0.03,10734,Operation Breakout Weapon Case
Jun 26 2017 01: +0,0.03,10032,Operation Breakout Weapon Case
Jun 27 2017 01: +0,0.03,9808,Operation Breakout Weapon Case
Jun 28 2017 01: +0,0.03,8067,Operation Breakout Weapon Case
Jun 29 2017 01: +0,0.03,7513,Operation Breakout Weapon Case
Jun 30 2017 01: +0,0.03,11748,Operation Breakout Weapon Case
Jul 01 2017 01: +0,0.03,8814,Operation Breakout Weapon Case
Jul 02 2017 01: +0,0.03,9195,Operation Breakout Weapon Case
Jul 03 2017 01: +0,0.03,10207,Operation Breakout Weapon Case
Jul 04 2017 01: +0,0.03,12345,Operation Breakout Weapon Case
Jul 05 2017 01: +0,0.03,8864,Operation Breakout Weapon Case
Jul 06 2017 01: +0,0.03,8048,Operation Breakout Weapon Case
Jul 07 2017 01: +0,0.03,9662,Operation Breakout Weapon Case
Jul 08 2017 01: +0,0.03,9879,Operation Breakout Weapon Case
Jul 09 2017 01: +0,0.03,8384,Operation Breakout Weapon Case
Jul 10 2017 01: +0,0.03,9723,Operation Breakout Weapon Case
Jul 11 2017 01: +0,0.03,12584,Operation Breakout Weapon Case
Jul 12 2017 01: +0,0.03,12796,Operation Breakout Weapon Case
Jul 13 2017 01: +0,0.03,9529,Operation Breakout Weapon Case
Jul 14 2017 01: +0,0.03,10330,Operation Breakout Weapon Case
Jul 15 2017 01: +0,0.03,9386,Operation Breakout Weapon Case
Jul 16 2017 01: +0,0.03,10492,Operation Breakout Weapon Case
Jul 17 2017 01: +0,0.03,11519,Operation Breakout Weapon Case
Jul 18 2017 01: +0,0.03,8481,Operation Breakout Weapon Case
Jul 19 2017 01: +0,0.03,8758,Operation Breakout Weapon Case
Jul 20 2017 01: +0,0.03,10838,Operation Breakout Weapon Case
Jul 21 2017 01: +0,0.03,10653,Operation Breakout Weapon Case
Jul 22 2017 01: +0,0.03,8417,Operation Breakout Weapon Case
Jul 23 2017 01: +0,0.03,11234,Operation Breakout Weapon Case
Jul 24 2017 01: +0,0.03,10370,Operation Breakout Weapon Case
Jul 25 2017 01: +0,0.03,10025,Operation Breakout Weapon Case
Jul 26 2017 01: +0,0.03,11811,Operation Breakout Weapon Case
Jul 27 2017 01: +0,0.03,11934,Operation Breakout Weapon Case
Jul 28 2017 01: +0,0.03,9284,Operation Breakout Weapon Case
Jul 29 2017 01: +0,0.03,12509,Operation Breakout Weapon Case
Jul 30 2017 01: +0,0.03,12160,Operation Breakout Weapon Case
Jul 31 2017 01: +0,0.03,11612,Operation Breakout Weapon Case
Aug 01 2017 01: +0,0.03,13967,Operation Breakout Weapon Case
Aug 02 2017 01: +0,0.03,13156,Operation Breakout Weapon Case
Aug 03 2017 01: +0,0.03,12505,Operation Breakout Weapon Case
Aug 04 2017 01: +0,0.03,11242,Operation Breakout Weapon Case
Aug 05 2017 01: +0,0.03,14784,Operation Breakout Weapon Case
Aug 06 2017 01: +0,0.03,12077,Operation Breakout Weapon Case
Aug 07 2017 01: +0,0.03,16555,Operation Breakout Weapon Case
Aug 08 2017 01: +0,0.03,12891,Operation Breakout Weapon Case
Aug 09 2017 01: +0,0.03,12926,Operation Breakout Weapon Case
Aug 10 2017 01: +0,0.03,13244,Operation Breakout Weapon Case
Aug 11 2017 01: +0,0.03,11992,Operation Breakout Weapon Case
Aug 12 2017 01: +0,0.03,12797,Operation Breakout Weapon Case
Aug 13 2017 01: +0,0.03,11932,Operation Breakout Weapon Case
Aug 14 2017 01: +0,0.03,11828,Operation Breakout Weapon Case
Aug 15 2017 01: +0,0.03,9751,Operation Breakout Weapon Case
Aug 16 2017 01: +0,0.03,13958,Operation Breakout Weapon Case
Aug 17 2017 01: +0,0.03,14668,Operation Breakout Weapon Case
Aug 18 2017 01: +0,0.03,10910,Operation Breakout Weapon Case
Aug 19 2017 01: +0,0.03,9721,Operation Breakout Weapon Case
Aug 20 2017 01: +0,0.03,10085,Operation Breakout Weapon Case
Aug 21 2017 01: +0,0.03,10914,Operation Breakout Weapon Case
Aug 22 2017 01: +0,0.03,10041,Operation Breakout Weapon Case
Aug 23 2017 01: +0,0.03,7911,Operation Breakout Weapon Case
Aug 24 2017 01: +0,0.03,12598,Operation Breakout Weapon Case
Aug 25 2017 01: +0,0.03,9142,Operation Breakout Weapon Case
Aug 26 2017 01: +0,0.03,9281,Operation Breakout Weapon Case
Aug 27 2017 01: +0,0.03,10897,Operation Breakout Weapon Case
Aug 28 2017 01: +0,0.03,9260,Operation Breakout Weapon Case
Aug 29 2017 01: +0,0.03,12703,Operation Breakout Weapon Case
Aug 30 2017 01: +0,0.03,14660,Operation Breakout Weapon Case
Aug 31 2017 01: +0,0.03,12033,Operation Breakout Weapon Case
Sep 01 2017 01: +0,0.03,11459,Operation Breakout Weapon Case
Sep 02 2017 01: +0,0.03,16105,Operation Breakout Weapon Case
Sep 03 2017 01: +0,0.03,13782,Operation Breakout Weapon Case
Sep 04 2017 01: +0,0.03,12253,Operation Breakout Weapon Case
Sep 05 2017 01: +0,0.03,9951,Operation Breakout Weapon Case
Sep 06 2017 01: +0,0.03,14891,Operation Breakout Weapon Case
Sep 07 2017 01: +0,0.03,13093,Operation Breakout Weapon Case
Sep 08 2017 01: +0,0.03,16711,Operation Breakout Weapon Case
Sep 09 2017 01: +0,0.03,13116,Operation Breakout Weapon Case
Sep 10 2017 01: +0,0.03,12013,Operation Breakout Weapon Case
Sep 11 2017 01: +0,0.03,7762,Operation Breakout Weapon Case
Sep 12 2017 01: +0,0.03,8621,Operation Breakout Weapon Case
Sep 13 2017 01: +0,0.03,9465,Operation Breakout Weapon Case
Sep 14 2017 01: +0,0.03,10817,Operation Breakout Weapon Case
Sep 15 2017 01: +0,0.03,10756,Operation Breakout Weapon Case
Sep 16 2017 01: +0,0.03,11282,Operation Breakout Weapon Case
Sep 17 2017 01: +0,0.03,13832,Operation Breakout Weapon Case
Sep 18 2017 01: +0,0.03,9404,Operation Breakout Weapon Case
Sep 19 2017 01: +0,0.03,8280,Operation Breakout Weapon Case
Sep 20 2017 01: +0,0.03,7968,Operation Breakout Weapon Case
Sep 21 2017 01: +0,0.03,9189,Operation Breakout Weapon Case
Sep 22 2017 01: +0,0.03,9572,Operation Breakout Weapon Case
Sep 23 2017 01: +0,0.03,10671,Operation Breakout Weapon Case
Sep 24 2017 01: +0,0.03,7528,Operation Breakout Weapon Case
Sep 25 2017 01: +0,0.03,7529,Operation Breakout Weapon Case
Sep 26 2017 01: +0,0.03,6333,Operation Breakout Weapon Case
Sep 27 2017 01: +0,0.03,6561,Operation Breakout Weapon Case
Sep 28 2017 01: +0,0.03,7466,Operation Breakout Weapon Case
Sep 29 2017 01: +0,0.03,7696,Operation Breakout Weapon Case
Sep 30 2017 01: +0,0.03,9560,Operation Breakout Weapon Case
Oct 01 2017 01: +0,0.03,8470,Operation Breakout Weapon Case
Oct 02 2017 01: +0,0.03,10584,Operation Breakout Weapon Case
Oct 03 2017 01: +0,0.03,11322,Operation Breakout Weapon Case
Oct 04 2017 01: +0,0.03,10018,Operation Breakout Weapon Case
Oct 05 2017 01: +0,0.03,8374,Operation Breakout Weapon Case
Oct 06 2017 01: +0,0.03,12085,Operation Breakout Weapon Case
Oct 07 2017 01: +0,0.03,10628,Operation Breakout Weapon Case
Oct 08 2017 01: +0,0.03,15509,Operation Breakout Weapon Case
Oct 09 2017 01: +0,0.03,11686,Operation Breakout Weapon Case
Oct 10 2017 01: +0,0.03,8337,Operation Breakout Weapon Case
Oct 11 2017 01: +0,0.03,10656,Operation Breakout Weapon Case
Oct 12 2017 01: +0,0.03,10638,Operation Breakout Weapon Case
Oct 13 2017 01: +0,0.03,9332,Operation Breakout Weapon Case
Oct 14 2017 01: +0,0.03,9885,Operation Breakout Weapon Case
Oct 15 2017 01: +0,0.03,12575,Operation Breakout Weapon Case
Oct 16 2017 01: +0,0.03,11664,Operation Breakout Weapon Case
Oct 17 2017 01: +0,0.03,17274,Operation Breakout Weapon Case
Oct 18 2017 01: +0,0.03,16219,Operation Breakout Weapon Case
Oct 19 2017 01: +0,0.03,7914,Operation Breakout Weapon Case
Oct 20 2017 01: +0,0.03,8953,Operation Breakout Weapon Case
Oct 21 2017 01: +0,0.03,10566,Operation Breakout Weapon Case
Oct 22 2017 01: +0,0.03,16140,Operation Breakout Weapon Case
Oct 23 2017 01: +0,0.03,9113,Operation Breakout Weapon Case
Oct 24 2017 01: +0,0.03,7673,Operation Breakout Weapon Case
Oct 25 2017 01: +0,0.03,10263,Operation Breakout Weapon Case
Oct 26 2017 01: +0,0.03,8153,Operation Breakout Weapon Case
Oct 27 2017 01: +0,0.03,8243,Operation Breakout Weapon Case
Oct 28 2017 01: +0,0.03,7513,Operation Breakout Weapon Case
Oct 29 2017 01: +0,0.03,7779,Operation Breakout Weapon Case
Oct 30 2017 01: +0,0.03,10538,Operation Breakout Weapon Case
Oct 31 2017 01: +0,0.03,8906,Operation Breakout Weapon Case
Nov 01 2017 01: +0,0.03,14362,Operation Breakout Weapon Case
Nov 02 2017 01: +0,0.03,9610,Operation Breakout Weapon Case
Nov 03 2017 01: +0,0.03,20388,Operation Breakout Weapon Case
Nov 04 2017 01: +0,0.03,9070,Operation Breakout Weapon Case
Nov 05 2017 01: +0,0.03,12548,Operation Breakout Weapon Case
Nov 06 2017 01: +0,0.03,12865,Operation Breakout Weapon Case
Nov 07 2017 01: +0,0.03,10219,Operation Breakout Weapon Case
Nov 08 2017 01: +0,0.03,7343,Operation Breakout Weapon Case
Nov 09 2017 01: +0,0.03,6235,Operation Breakout Weapon Case
Nov 10 2017 01: +0,0.03,6154,Operation Breakout Weapon Case
Nov 11 2017 01: +0,0.03,7201,Operation Breakout Weapon Case
Nov 12 2017 01: +0,0.03,9162,Operation Breakout Weapon Case
Nov 13 2017 01: +0,0.03,6045,Operation Breakout Weapon Case
Nov 14 2017 01: +0,0.03,7479,Operation Breakout Weapon Case
Nov 15 2017 01: +0,0.03,8555,Operation Breakout Weapon Case
Nov 16 2017 01: +0,0.03,6468,Operation Breakout Weapon Case
Nov 17 2017 01: +0,0.03,5919,Operation Breakout Weapon Case
Nov 18 2017 01: +0,0.03,8702,Operation Breakout Weapon Case
Nov 19 2017 01: +0,0.03,8292,Operation Breakout Weapon Case
Nov 20 2017 01: +0,0.03,5569,Operation Breakout Weapon Case
Nov 21 2017 01: +0,0.03,6540,Operation Breakout Weapon Case
Nov 22 2017 01: +0,0.03,5538,Operation Breakout Weapon Case
Nov 23 2017 01: +0,0.03,6725,Operation Breakout Weapon Case
Nov 24 2017 01: +0,0.03,6180,Operation Breakout Weapon Case
Nov 25 2017 01: +0,0.03,7452,Operation Breakout Weapon Case
Nov 26 2017 01: +0,0.03,6157,Operation Breakout Weapon Case
Nov 27 2017 01: +0,0.03,6656,Operation Breakout Weapon Case
Nov 28 2017 01: +0,0.03,5564,Operation Breakout Weapon Case
Nov 29 2017 01: +0,0.03,5050,Operation Breakout Weapon Case
Nov 30 2017 01: +0,0.03,4759,Operation Breakout Weapon Case
Dec 01 2017 01: +0,0.03,5232,Operation Breakout Weapon Case
Dec 02 2017 01: +0,0.03,5816,Operation Breakout Weapon Case
Dec 03 2017 01: +0,0.03,7861,Operation Breakout Weapon Case
Dec 04 2017 01: +0,0.03,6020,Operation Breakout Weapon Case
Dec 05 2017 01: +0,0.03,11564,Operation Breakout Weapon Case
Dec 06 2017 01: +0,0.03,6418,Operation Breakout Weapon Case
Dec 07 2017 01: +0,0.03,7420,Operation Breakout Weapon Case
Dec 08 2017 01: +0,0.03,5545,Operation Breakout Weapon Case
Dec 09 2017 01: +0,0.03,6394,Operation Breakout Weapon Case
Dec 10 2017 01: +0,0.03,6347,Operation Breakout Weapon Case
Dec 11 2017 01: +0,0.03,5446,Operation Breakout Weapon Case
Dec 12 2017 01: +0,0.03,5414,Operation Breakout Weapon Case
Dec 13 2017 01: +0,0.03,6209,Operation Breakout Weapon Case
Dec 14 2017 01: +0,0.03,6123,Operation Breakout Weapon Case
Dec 15 2017 01: +0,0.03,5704,Operation Breakout Weapon Case
Dec 16 2017 01: +0,0.03,6639,Operation Breakout Weapon Case
Dec 17 2017 01: +0,0.03,5387,Operation Breakout Weapon Case
Dec 18 2017 01: +0,0.03,8596,Operation Breakout Weapon Case
Dec 19 2017 01: +0,0.03,5531,Operation Breakout Weapon Case
Dec 20 2017 01: +0,0.03,7089,Operation Breakout Weapon Case
Dec 21 2017 01: +0,0.03,5237,Operation Breakout Weapon Case
Dec 22 2017 01: +0,0.03,8442,Operation Breakout Weapon Case
Dec 23 2017 01: +0,0.03,6874,Operation Breakout Weapon Case
Dec 24 2017 01: +0,0.03,7949,Operation Breakout Weapon Case
Dec 25 2017 01: +0,0.03,10294,Operation Breakout Weapon Case
Dec 26 2017 01: +0,0.03,9086,Operation Breakout Weapon Case
Dec 27 2017 01: +0,0.03,7647,Operation Breakout Weapon Case
Dec 28 2017 01: +0,0.03,7867,Operation Breakout Weapon Case
Dec 29 2017 01: +0,0.03,8356,Operation Breakout Weapon Case
Dec 30 2017 01: +0,0.03,6861,Operation Breakout Weapon Case
Dec 31 2017 01: +0,0.03,6029,Operation Breakout Weapon Case
Jan 01 2018 01: +0,0.03,6960,Operation Breakout Weapon Case
Jan 02 2018 01: +0,0.03,9217,Operation Breakout Weapon Case
Jan 03 2018 01: +0,0.03,7809,Operation Breakout Weapon Case
Jan 04 2018 01: +0,0.03,9752,Operation Breakout Weapon Case
Jan 05 2018 01: +0,0.03,8269,Operation Breakout Weapon Case
Jan 06 2018 01: +0,0.03,10373,Operation Breakout Weapon Case
Jan 07 2018 01: +0,0.03,7300,Operation Breakout Weapon Case
Jan 08 2018 01: +0,0.03,7303,Operation Breakout Weapon Case
Jan 09 2018 01: +0,0.03,7835,Operation Breakout Weapon Case
Jan 10 2018 01: +0,0.03,7444,Operation Breakout Weapon Case
Jan 11 2018 01: +0,0.03,10347,Operation Breakout Weapon Case
Jan 12 2018 01: +0,0.03,10282,Operation Breakout Weapon Case
Jan 13 2018 01: +0,0.03,8019,Operation Breakout Weapon Case
Jan 14 2018 01: +0,0.03,9774,Operation Breakout Weapon Case
Jan 15 2018 01: +0,0.03,8612,Operation Breakout Weapon Case
Jan 16 2018 01: +0,0.03,7324,Operation Breakout Weapon Case
Jan 17 2018 01: +0,0.03,5000,Operation Breakout Weapon Case
Jan 18 2018 01: +0,0.03,6056,Operation Breakout Weapon Case
Jan 19 2018 01: +0,0.03,6218,Operation Breakout Weapon Case
Jan 20 2018 01: +0,0.03,6652,Operation Breakout Weapon Case
Jan 21 2018 01: +0,0.03,7351,Operation Breakout Weapon Case
Jan 22 2018 01: +0,0.03,6859,Operation Breakout Weapon Case
Jan 23 2018 01: +0,0.03,4997,Operation Breakout Weapon Case
Jan 24 2018 01: +0,0.03,8393,Operation Breakout Weapon Case
Jan 25 2018 01: +0,0.03,5887,Operation Breakout Weapon Case
Jan 26 2018 01: +0,0.03,6984,Operation Breakout Weapon Case
Jan 27 2018 01: +0,0.03,9129,Operation Breakout Weapon Case
Jan 28 2018 01: +0,0.03,6894,Operation Breakout Weapon Case
Jan 29 2018 01: +0,0.03,8821,Operation Breakout Weapon Case
Jan 30 2018 01: +0,0.03,6363,Operation Breakout Weapon Case
Jan 31 2018 01: +0,0.03,6105,Operation Breakout Weapon Case
Feb 01 2018 01: +0,0.03,6602,Operation Breakout Weapon Case
Feb 02 2018 01: +0,0.03,7173,Operation Breakout Weapon Case
Feb 03 2018 01: +0,0.03,8620,Operation Breakout Weapon Case
Feb 04 2018 01: +0,0.03,6909,Operation Breakout Weapon Case
Feb 05 2018 01: +0,0.03,7158,Operation Breakout Weapon Case
Feb 06 2018 01: +0,0.03,10642,Operation Breakout Weapon Case
Feb 07 2018 01: +0,0.03,8708,Operation Breakout Weapon Case
Feb 08 2018 01: +0,0.03,7262,Operation Breakout Weapon Case
Feb 09 2018 01: +0,0.03,8557,Operation Breakout Weapon Case
Feb 10 2018 01: +0,0.03,9518,Operation Breakout Weapon Case
Feb 11 2018 01: +0,0.03,8574,Operation Breakout Weapon Case
Feb 12 2018 01: +0,0.03,5634,Operation Breakout Weapon Case
Feb 13 2018 01: +0,0.03,6050,Operation Breakout Weapon Case
Feb 14 2018 01: +0,0.03,5754,Operation Breakout Weapon Case
Feb 15 2018 01: +0,0.03,8673,Operation Breakout Weapon Case
Feb 16 2018 01: +0,0.03,10360,Operation Breakout Weapon Case
Feb 17 2018 01: +0,0.03,8650,Operation Breakout Weapon Case
Feb 18 2018 01: +0,0.03,9600,Operation Breakout Weapon Case
Feb 19 2018 01: +0,0.03,7448,Operation Breakout Weapon Case
Feb 20 2018 01: +0,0.03,10275,Operation Breakout Weapon Case
Feb 21 2018 01: +0,0.03,10390,Operation Breakout Weapon Case
Feb 22 2018 01: +0,0.03,10963,Operation Breakout Weapon Case
Feb 23 2018 01: +0,0.03,9702,Operation Breakout Weapon Case
Feb 24 2018 01: +0,0.03,11967,Operation Breakout Weapon Case
Feb 25 2018 01: +0,0.03,10185,Operation Breakout Weapon Case
Feb 26 2018 01: +0,0.03,8344,Operation Breakout Weapon Case
Feb 27 2018 01: +0,0.03,7149,Operation Breakout Weapon Case
Feb 28 2018 01: +0,0.03,10226,Operation Breakout Weapon Case
Mar 01 2018 01: +0,0.03,9825,Operation Breakout Weapon Case
Mar 02 2018 01: +0,0.03,11352,Operation Breakout Weapon Case
Mar 03 2018 01: +0,0.03,9170,Operation Breakout Weapon Case
Mar 04 2018 01: +0,0.03,7638,Operation Breakout Weapon Case
Mar 05 2018 01: +0,0.03,6475,Operation Breakout Weapon Case
Mar 06 2018 01: +0,0.03,6388,Operation Breakout Weapon Case
Mar 07 2018 01: +0,0.03,6274,Operation Breakout Weapon Case
Mar 08 2018 01: +0,0.03,6388,Operation Breakout Weapon Case
Mar 09 2018 01: +0,0.03,8633,Operation Breakout Weapon Case
Mar 10 2018 01: +0,0.03,7478,Operation Breakout Weapon Case
Mar 11 2018 01: +0,0.03,9301,Operation Breakout Weapon Case
Mar 12 2018 01: +0,0.03,6616,Operation Breakout Weapon Case
Mar 13 2018 01: +0,0.03,7902,Operation Breakout Weapon Case
Mar 14 2018 01: +0,0.03,7341,Operation Breakout Weapon Case
Mar 15 2018 01: +0,0.03,9031,Operation Breakout Weapon Case
Mar 16 2018 01: +0,0.03,5881,Operation Breakout Weapon Case
Mar 17 2018 01: +0,0.03,7460,Operation Breakout Weapon Case
Mar 18 2018 01: +0,0.03,6323,Operation Breakout Weapon Case
Mar 19 2018 01: +0,0.03,6100,Operation Breakout Weapon Case
Mar 20 2018 01: +0,0.03,4916,Operation Breakout Weapon Case
Mar 21 2018 01: +0,0.03,4694,Operation Breakout Weapon Case
Mar 22 2018 01: +0,0.03,7057,Operation Breakout Weapon Case
Mar 23 2018 01: +0,0.03,5788,Operation Breakout Weapon Case
Mar 24 2018 01: +0,0.03,6030,Operation Breakout Weapon Case
Mar 25 2018 01: +0,0.03,5113,Operation Breakout Weapon Case
Mar 26 2018 01: +0,0.03,5443,Operation Breakout Weapon Case
Mar 27 2018 01: +0,0.03,4934,Operation Breakout Weapon Case
Mar 28 2018 01: +0,0.03,6598,Operation Breakout Weapon Case
Mar 29 2018 01: +0,0.03,6518,Operation Breakout Weapon Case
Mar 30 2018 01: +0,0.03,7709,Operation Breakout Weapon Case
Mar 31 2018 01: +0,0.03,8602,Operation Breakout Weapon Case
Apr 01 2018 01: +0,0.03,7130,Operation Breakout Weapon Case
Apr 02 2018 01: +0,0.03,6533,Operation Breakout Weapon Case
Apr 03 2018 01: +0,0.03,5979,Operation Breakout Weapon Case
Apr 04 2018 01: +0,0.03,4669,Operation Breakout Weapon Case
Apr 05 2018 01: +0,0.03,4274,Operation Breakout Weapon Case
Apr 06 2018 01: +0,0.03,6128,Operation Breakout Weapon Case
Apr 07 2018 01: +0,0.03,5044,Operation Breakout Weapon Case
Apr 08 2018 01: +0,0.03,4874,Operation Breakout Weapon Case
Apr 09 2018 01: +0,0.03,4129,Operation Breakout Weapon Case
Apr 10 2018 01: +0,0.03,4482,Operation Breakout Weapon Case
Apr 11 2018 01: +0,0.03,5608,Operation Breakout Weapon Case
Apr 12 2018 01: +0,0.03,3777,Operation Breakout Weapon Case
Apr 13 2018 01: +0,0.03,4570,Operation Breakout Weapon Case
Apr 14 2018 01: +0,0.03,4621,Operation Breakout Weapon Case
Apr 15 2018 01: +0,0.03,4790,Operation Breakout Weapon Case
Apr 16 2018 01: +0,0.03,4724,Operation Breakout Weapon Case
Apr 17 2018 01: +0,0.03,5963,Operation Breakout Weapon Case
Apr 18 2018 01: +0,0.03,3494,Operation Breakout Weapon Case
Apr 19 2018 01: +0,0.03,4104,Operation Breakout Weapon Case
Apr 20 2018 01: +0,0.03,4254,Operation Breakout Weapon Case
Apr 21 2018 01: +0,0.03,4102,Operation Breakout Weapon Case
Apr 22 2018 01: +0,0.03,3524,Operation Breakout Weapon Case
Apr 23 2018 01: +0,0.03,4401,Operation Breakout Weapon Case
Apr 24 2018 01: +0,0.03,3454,Operation Breakout Weapon Case
Apr 25 2018 01: +0,0.03,4167,Operation Breakout Weapon Case
Apr 26 2018 01: +0,0.03,6043,Operation Breakout Weapon Case
Apr 27 2018 01: +0,0.03,4799,Operation Breakout Weapon Case
Apr 28 2018 01: +0,0.03,5159,Operation Breakout Weapon Case
Apr 29 2018 01: +0,0.03,5286,Operation Breakout Weapon Case
Apr 30 2018 01: +0,0.03,7947,Operation Breakout Weapon Case
May 01 2018 01: +0,0.03,4180,Operation Breakout Weapon Case
May 02 2018 01: +0,0.03,3980,Operation Breakout Weapon Case
May 03 2018 01: +0,0.03,4919,Operation Breakout Weapon Case
May 04 2018 01: +0,0.03,3801,Operation Breakout Weapon Case
May 05 2018 01: +0,0.03,4949,Operation Breakout Weapon Case
May 06 2018 01: +0,0.03,4455,Operation Breakout Weapon Case
May 07 2018 01: +0,0.03,3264,Operation Breakout Weapon Case
May 08 2018 01: +0,0.03,4575,Operation Breakout Weapon Case
May 09 2018 01: +0,0.03,4485,Operation Breakout Weapon Case
May 10 2018 01: +0,0.03,4221,Operation Breakout Weapon Case
May 11 2018 01: +0,0.03,4072,Operation Breakout Weapon Case
May 12 2018 01: +0,0.03,4414,Operation Breakout Weapon Case
May 13 2018 01: +0,0.03,3819,Operation Breakout Weapon Case
May 14 2018 01: +0,0.03,3119,Operation Breakout Weapon Case
May 15 2018 01: +0,0.03,2899,Operation Breakout Weapon Case
May 16 2018 01: +0,0.03,3650,Operation Breakout Weapon Case
May 17 2018 01: +0,0.03,3370,Operation Breakout Weapon Case
May 18 2018 01: +0,0.03,4009,Operation Breakout Weapon Case
May 19 2018 01: +0,0.03,4192,Operation Breakout Weapon Case
May 20 2018 01: +0,0.03,4458,Operation Breakout Weapon Case
May 21 2018 01: +0,0.03,3726,Operation Breakout Weapon Case
May 22 2018 01: +0,0.03,4801,Operation Breakout Weapon Case
May 23 2018 01: +0,0.03,4784,Operation Breakout Weapon Case
May 24 2018 01: +0,0.03,3964,Operation Breakout Weapon Case
May 25 2018 01: +0,0.03,3442,Operation Breakout Weapon Case
May 26 2018 01: +0,0.03,3658,Operation Breakout Weapon Case
May 27 2018 01: +0,0.03,3702,Operation Breakout Weapon Case
May 28 2018 01: +0,0.03,3668,Operation Breakout Weapon Case
May 29 2018 01: +0,0.03,2866,Operation Breakout Weapon Case
May 30 2018 01: +0,0.03,3998,Operation Breakout Weapon Case
May 31 2018 01: +0,0.03,3573,Operation Breakout Weapon Case
Jun 01 2018 01: +0,0.03,4502,Operation Breakout Weapon Case
Jun 02 2018 01: +0,0.03,4010,Operation Breakout Weapon Case
Jun 03 2018 01: +0,0.03,4096,Operation Breakout Weapon Case
Jun 04 2018 01: +0,0.03,3892,Operation Breakout Weapon Case
Jun 05 2018 01: +0,0.03,2958,Operation Breakout Weapon Case
Jun 06 2018 01: +0,0.03,3166,Operation Breakout Weapon Case
Jun 07 2018 01: +0,0.03,3199,Operation Breakout Weapon Case
Jun 08 2018 01: +0,0.03,3242,Operation Breakout Weapon Case
Jun 09 2018 01: +0,0.03,4142,Operation Breakout Weapon Case
Jun 10 2018 01: +0,0.03,5508,Operation Breakout Weapon Case
Jun 11 2018 01: +0,0.03,3151,Operation Breakout Weapon Case
Jun 12 2018 01: +0,0.03,3942,Operation Breakout Weapon Case
Jun 13 2018 01: +0,0.03,3789,Operation Breakout Weapon Case
Jun 14 2018 01: +0,0.03,3741,Operation Breakout Weapon Case
Jun 15 2018 01: +0,0.03,2900,Operation Breakout Weapon Case
Jun 16 2018 01: +0,0.03,3102,Operation Breakout Weapon Case
Jun 17 2018 01: +0,0.03,2538,Operation Breakout Weapon Case
Jun 18 2018 01: +0,0.03,3720,Operation Breakout Weapon Case
Jun 19 2018 01: +0,0.03,4275,Operation Breakout Weapon Case
Jun 20 2018 01: +0,0.03,4034,Operation Breakout Weapon Case
Jun 21 2018 01: +0,0.03,4113,Operation Breakout Weapon Case
Jun 22 2018 01: +0,0.03,4487,Operation Breakout Weapon Case
Jun 23 2018 01: +0,0.03,4405,Operation Breakout Weapon Case
Jun 24 2018 01: +0,0.03,4738,Operation Breakout Weapon Case
Jun 25 2018 01: +0,0.03,3363,Operation Breakout Weapon Case
Jun 26 2018 01: +0,0.03,3554,Operation Breakout Weapon Case
Jun 27 2018 01: +0,0.03,2974,Operation Breakout Weapon Case
